,T_remainpop,T_commuterpop,commercial_facility_count,subwayst_count,busst_count,분기당_매출_금액,2340대_매출금액,영업기간/서울평균,폐업기간/서울평균
1000054,829,43,16,0,2,140.7852311,0.03675658,0.85,0.83
1000055,1394,606,12,0,1,65.224248,0.01425423,0.99,0.95
1000056,3105,1111,19,0,4,32.5663485,0.0088974,1.06,1.13
1000057,3958,899,12,0,2,233.5335789,0.0613352,1.06,1.14
1000058,4448,535,7,0,2,45.91919954,0.00984619,0.75,0.88
1000060,2099,151,6,0,2,74.77600107,0.01685788,0.73,0.91
1000061,2630,178,14,0,3,272.2074619,0.05252654,0.91,0.98
1000062,2532,570,12,0,3,41.18914088,0.01206096,0.87,1.04
1000063,1211,1987,16,0,5,383.8265354,0.09696906,0.87,0.98
1000064,2177,308,11,0,2,112.3126166,0.03119447,0.94,1.1
1000065,1837,609,12,0,4,73.77232488,0.01163874,1.17,1.24
1000067,2330,341,13,0,2,118.5380755,0.02255388,1.28,1.05
1000068,1021,1387,13,0,2,132.2033329,0.02616813,1.04,1.24
1000069,1875,385,9,0,1,62.17553625,0.01188904,1.3,1.48
1000070,632,567,25,0,2,1033.034381,0.26703827,1.06,1.12
1000071,2266,812,19,1,2,2022.16842,0.52275764,0.58,0.91
1000072,2658,242,9,0,0,9.11086358,0.00108904,1.01,0.98
1000073,1666,192,31,0,4,1160.116,0.30088032,0.94,0.93
1000075,4019,1317,13,0,2,15.895782,0.00217911,1.25,1.09
1000076,2375,248,5,0,1,1.778486,0.00040773,1.02,1.21
1000077,2695,8152,25,0,3,272.4567059,0.06248173,0.98,1.13
1000078,466,774,14,0,1,81.73444275,0.01530788,1.2,1.23
1000079,1724,1841,13,0,2,178.6885897,0.03708633,1.02,0.94
1000080,643,8713,7,0,0,170.7161543,0.03935239,0.95,1.1
1000081,662,1047,21,1,2,212.0468314,0.05133809,1.17,1.18
1000082,697,722,11,0,2,190.3882544,0.03032107,0.95,1.28
1000083,138,224,10,0,1,100.7357973,0.02812758,1.5,1.46
1000084,631,231,19,0,1,565.3735024,0.11565331,0.69,0.83
1000085,2155,90,16,0,3,393.7607807,0.1066933,0.78,0.88
1000086,2892,163,15,0,5,40.93070388,0.00954233,1.02,0.99
1000087,5619,582,11,0,1,28.3044081,0.00687276,1,1.19
1000088,2490,704,21,0,4,241.6623617,0.051018,0.96,1
1000089,2311,22,3,0,0,2.90145675,0.00035136,0.96,1.08
1000090,3277,159,15,0,6,127.8588603,0.022696,1.09,1.29
1000091,2807,419,17,0,4,97.83678425,0.02251351,1.19,1.06
1000092,1806,2136,7,0,1,250.1750283,0.06847793,0.76,1.11
1000094,910,443,8,0,1,18,0.00409579,0.9,1.11
1000096,1200,30,10,1,0,101.7049988,0.02751881,0.81,0.93
1000097,5878,60,14,1,7,64.24798338,0.01450193,0.83,1.15
1000098,2116,164,18,0,1,141.9080894,0.03050262,0.99,1.13
1000099,1774,1897,10,0,1,86.75128325,0.01759648,0.99,1.11
1000100,960,143,19,0,1,19.61527375,0.00351873,1.07,0.93
1000101,2203,22,4,0,0,28.889068,0.00717928,0.88,1.14
1000102,2455,78,13,0,6,119.5333709,0.02856997,0.89,1.33
1000103,2412,398,2,0,0,86.3727205,0.02134904,0.91,1.03
1000104,1267,1919,17,0,1,220.5538253,0.04829644,0.9,0.94
1000105,1632,335,7,0,0,191.0620768,0.05160468,0.5,0.89
1000106,3352,393,25,0,11,72.1415285,0.01749242,1,0.94
1000107,3022,227,13,0,2,12.20396757,0.00209494,1.12,1.03
1000108,261,2988,3,0,1,119.5904598,0.03084212,0.86,0.87
1000109,1220,1442,5,0,0,128.2511573,0.0346659,0.74,0.95
1000110,635,1342,20,1,2,244.601566,0.05376034,0.72,0.98
1000111,1307,94,8,0,3,38.686506,0.00863307,1.14,1.01
1000112,2648,291,17,0,6,115.5842973,0.01674579,1.23,1.04
1000113,330,3213,1,0,0,423.1802111,0.10290212,1,1.18
1000114,428,3361,4,0,1,403.0131605,0.11057734,0.95,1.01
1000115,1459,1871,9,0,2,199.8881428,0.05132766,0.9,1.26
1000116,1782,997,12,0,2,976.0250061,0.25410702,0.77,1
1000117,2293,164,7,0,2,127.208028,0.02352904,1.16,1.03
1000118,2804,2076,30,0,5,70.99484614,0.01098418,1,1.04
1000119,2779,208,14,1,2,216.6694255,0.04914438,0.89,1.16
1000120,2009,538,20,1,3,309.8588766,0.07205745,0.79,1
1000121,2956,537,27,0,3,344.756102,0.06760382,0.97,1.04
1000122,1240,93,6,0,0,8.44187475,0.00173718,1.04,1.41
1000123,1893,90,38,0,11,72.42086625,0.01437261,1.07,1.04
1000124,2547,4951,21,0,6,125.1961565,0.02273509,0.91,1.06
1000125,855,3329,11,1,0,137.9500859,0.0311582,0.87,0.97
1000126,2073,355,13,0,6,58.64376142,0.01164251,0.9,0.89
1000127,2999,60,27,0,1,62.88239525,0.01701456,1.06,0.92
1000128,1251,25,9,0,1,179.6851511,0.04773797,0.84,1.08
1000129,2645,412,22,0,1,47.0145175,0.00931379,1.03,0.97
1000130,682,60,11,0,1,5.36,0.00125512,1.5,1.22
1000131,3777,242,18,0,3,131.3360728,0.0364592,1.09,0.98
1000132,4243,649,7,0,0,7.03834925,0.00099724,0.82,1
1000133,4111,174,22,0,4,65.43616575,0.01407407,1.03,1.02
1000134,4494,460,27,0,3,28.28072075,0.00524941,1.04,1.06
1000136,2014,138,17,0,4,37.84860512,0.00881364,0.87,0.91
1000137,3644,221,22,0,1,153.7884798,0.04408793,0.81,0.87
1000138,2330,133,12,0,1,144.0107059,0.0407566,0.91,0.84
1000139,5070,1018,7,0,0,41.46481625,0.00878164,0.89,1
1000140,3484,71,14,0,1,4.60650825,0.00117048,1.05,0.94
1000141,2931,947,3,0,0,36.39508842,0.00840155,0.7,0.83
1000142,1714,79,19,0,1,26.34537875,0.00562104,0.78,0.88
1000143,2913,42,4,0,0,32.085473,0.0093977,0.76,0.89
1000146,3557,228,17,0,2,174.1715358,0.04197885,0.95,0.93
1000147,3485,948,7,0,0,41.198822,0.00926952,0.96,0.85
1000148,3424,278,13,0,1,111.4774344,0.01843531,0.96,0.91
1000149,2784,239,15,0,3,51.3162565,0.0128433,1.12,1.1
1000150,4136,230,19,0,5,28.726772,0.00514536,1.07,0.97
1000151,2862,357,5,0,1,28.42510125,0.00778899,1.08,1.08
1000152,1768,432,2,0,0,141.063693,0.02880727,1.03,0.96
1000153,2898,243,6,0,0,65.32982692,0.01754234,0.93,0.91
1000154,2834,357,8,0,1,181.2205061,0.02985291,0.87,0.94
1000155,1481,575,11,0,5,557.716823,0.1001945,0.98,1.02
1000156,5267,396,27,0,7,222.4967066,0.05372964,0.89,0.93
1000157,3885,541,9,0,0,21.4140675,0.00586014,0.91,0.95
1000158,3738,646,16,0,0,123.0216738,0.02668091,1.06,0.9
1000160,2990,141,12,0,2,22.5017875,0.00592118,0.86,0.85
1000161,2484,448,27,0,2,307.8857277,0.08010543,0.88,1
1000162,4406,218,16,0,1,167.5402623,0.03714214,0.78,1
1000163,2651,170,10,0,3,20.52144262,0.00331019,1.1,1.01
1000164,3655,587,6,0,1,23.17981888,0.00424313,0.95,1.24
1000165,3575,915,33,1,3,258.4321348,0.0580978,0.88,0.85
1000166,3067,625,25,0,5,120.4521237,0.02439642,1.11,1.02
1000167,3313,344,24,1,2,282.494056,0.0668842,0.81,1
1000168,631,28,13,0,0,265.7347125,0.05667318,0.68,0.84
1000169,1221,41,14,0,0,159.0446949,0.03304797,0.75,0.88
1000170,215,4980,3,0,0,29.856453,0.00289686,1.09,0.98
1000171,2527,47,3,0,1,183.9559523,0.03709773,0.89,1.04
1000172,3472,78,9,0,2,28.1520185,0.00610691,0.93,1.06
1000175,2695,103,5,0,1,53.654709,0.01067934,1,0.96
1000176,3836,287,4,0,0,111.144129,0.02633765,0.85,0.8
1000177,1976,533,13,0,1,255.5175839,0.05783459,0.91,0.93
1000178,1313,54,7,0,2,34.20494,0.00899924,0.93,0.89
1000179,2650,114,1,0,0,43.55454925,0.01199837,0.76,0.86
1000180,1582,52,8,0,0,276.3319062,0.07167891,0.94,0.91
1000181,577,96,10,0,1,307.733595,0.07803177,1.13,1.03
1000182,1358,574,5,0,1,88.1227475,0.02201899,1.04,1.06
1000184,1933,180,13,0,2,130.7665744,0.02573385,1.26,1.03
1000185,1982,84,9,0,0,230.2802551,0.05547628,0.97,1.02
1000188,4357,368,11,0,2,91.3345135,0.02287881,0.87,1.06
1000189,2461,404,14,0,1,216.0957958,0.05564956,0.91,0.95
1000190,1514,109,12,0,4,15.76804225,0.00327756,1.28,1.15
1000193,3589,560,20,0,3,42.4352987,0.00522012,1.04,0.93
1000194,2483,48,8,0,0,120.5955443,0.02877697,1.28,1
1000195,1387,179,2,0,0,23.42529469,0.00410552,1,1
1000196,740,408,14,0,1,86.620379,0.02226771,1.17,0.96
1000197,1542,122,12,0,1,32.5584665,0.00435557,0.91,0.82
1000198,2624,2436,6,0,1,86.86808183,0.02191099,0.8,0.95
1000199,1097,148,5,0,1,196.7359628,0.03845232,1.14,0.94
1000200,996,167,8,0,2,93.34829758,0.01942622,1.04,0.93
1000201,2082,314,10,0,0,84.22290312,0.01954536,1.02,0.92
1000202,2417,438,6,0,1,10.55526575,0.00235044,0.98,0.95
1000203,1916,461,6,0,2,2.085011,0.00035229,1.11,1.03
1000204,1653,170,7,0,2,108.084235,0.02422429,0.83,1
1000205,2278,274,9,0,1,13.62262775,0.00279255,1.34,1.33
1000206,3059,101,4,0,0,3.1761755,0.00074202,1.22,1.25
1000207,1014,45,6,0,2,179.7796347,0.04433862,0.98,0.98
1000208,1481,74,4,0,1,122.1151573,0.029457,0.92,1.13
1000210,2881,2512,16,0,3,195.0066694,0.0490315,0.99,1.03
1000214,2893,696,17,0,3,63.66252225,0.01440931,1.05,0.92
1000215,919,203,8,0,2,148.0417608,0.03056964,0.96,1.02
1000216,1851,90,10,0,2,18.4145835,0.00242922,1.2,0.95
1000217,2478,257,9,0,0,194.8017744,0.04275913,0.92,0.91
1000218,1719,113,6,0,0,22.2436355,0.00603454,1.25,1.08
1000219,2461,89,5,0,1,0.4641185,0.00015471,1.14,1.35
1000220,1281,138,19,0,2,482.5306838,0.1269504,1.1,1
1000221,405,127,16,1,1,197.0009676,0.05141746,1.12,1.15
1000222,2269,126,25,0,4,50.38943267,0.01078568,1.1,1.04
1000223,4164,134,14,0,3,8.81960375,0.00241441,0.73,0.9
1000224,5240,131,9,0,1,19.9771776,0.00553154,0.92,0.94
1000225,1397,75,4,0,1,2.54186125,0.00060295,0.7,0.99
1000226,4088,148,24,1,1,260.8727814,0.05550653,0.9,1.07
1000227,1845,57,6,0,1,8.151597,0.00230859,0.98,1.14
1000228,4956,328,13,0,2,1.6750945,2.86E-05,0.96,1.06
1000229,2956,202,15,0,1,75.30812162,0.01522741,1.06,0.88
1000230,4373,193,16,0,4,174.9976915,0.0370835,0.96,1
1000231,2681,145,19,0,3,284.4097621,0.06027087,1.15,0.98
1000232,3656,130,16,0,7,5.260171,0.00136323,0.87,0.93
1000233,1982,187,15,0,3,105.5026078,0.02434587,0.96,0.9
1000235,2426,432,10,0,1,67.92205075,0.01493756,1.08,1.1
1000236,2864,870,6,0,1,14.16352775,0.00272682,0.9,0.99
1000237,2620,443,44,0,6,21.0930755,0.00354364,1.01,0.96
1000238,3562,112,12,0,2,17.8173155,0.0045665,0.83,0.92
1000239,2338,107,16,0,1,68.6627125,0.01761599,0.96,0.91
1000242,2620,86,8,0,0,65.69004325,0.01739008,1.08,0.9
1000243,1351,454,13,0,2,234.4436664,0.05744596,0.94,0.91
1000244,3129,873,10,0,1,20.65353162,0.00551293,1.05,0.82
1000245,2864,109,14,0,1,88.40670138,0.0168824,0.87,0.98
1000247,2810,91,13,0,1,76.01125442,0.01671063,0.97,0.87
1000249,2473,150,9,0,2,282.4490536,0.06431109,0.91,1
1000252,3838,649,38,0,5,272.4376768,0.06260224,0.87,0.89
1000253,3085,183,10,0,1,26.154026,0.00623549,0.95,0.84
1000254,3123,122,31,0,2,538.8042285,0.12337022,1.15,1.03
1000255,2559,276,7,0,0,18.05438025,0.00334677,0.85,0.92
1000256,2956,122,6,0,1,268.1576805,0.05442512,0.94,0.9
1000257,2469,114,16,0,3,92.19699575,0.0197154,1.04,0.99
1000258,1872,108,21,0,5,172.978443,0.03467809,1.07,0.97
1000259,3317,304,16,0,8,88.100332,0.02402054,0.9,0.83
1000260,2546,207,16,0,1,50.87340712,0.01135485,0.92,0.8
1000263,1212,61,7,0,1,57.934278,0.01499547,1.14,1.14
1000264,2470,103,9,0,0,40.3650705,0.00822256,1.16,0.99
1000268,2855,572,10,0,0,83.260628,0.02023167,0.97,1.04
1000269,1077,209,13,0,2,618.9884135,0.16172455,0.81,1.07
1000270,2190,219,20,0,0,25.62556622,0.00672292,0.89,0.93
1000271,388,53,14,0,3,11.989524,0.00222973,1.09,1.13
1000272,261,62,14,0,2,223.1108433,0.05702243,1.15,1.31
1000273,2867,181,17,0,3,67.92106488,0.01626078,0.98,1.09
1000274,2458,1048,9,0,1,10.469761,0.0021652,1.13,0.96
1000275,225,134,1,0,1,4.88822775,0.00134225,1.19,0.91
1000276,2892,253,13,0,3,16.84234025,0.0043054,1.18,0.96
1000277,1288,267,4,0,1,270.2330467,0.07481088,0.78,0.81
1000278,2312,186,13,0,3,90.10522892,0.01981311,0.9,1
1000279,2014,38,1,0,0,15.770286,0.00400904,0.76,0.94
1000281,653,147,13,0,1,50.8805385,0.0127141,0.78,0.96
1000282,1720,143,7,0,3,271.7418099,0.04459191,0.87,1.03
1000284,2981,595,26,0,5,77.543074,0.01861727,0.85,0.99
1000285,1158,960,7,0,1,149.3232028,0.03903004,1.04,1.11
1000286,1672,101,11,0,4,245.2461371,0.06465349,1.16,1.04
1000287,3327,310,3,0,0,12.41803612,0.00247145,1.23,1.11
1000288,2909,841,25,0,6,209.0932209,0.0506631,0.95,0.98
1000289,277,90,10,0,5,92.13319525,0.01737692,0.94,1.24
1000290,180,127,11,0,3,112.3920788,0.02454832,0.77,0.83
1000291,608,150,6,0,0,383.3336017,0.09497458,0.85,0.97
1000292,321,1580,14,0,2,389.0954966,0.0963591,0.89,1.06
1000293,908,63,4,0,3,238.946444,0.0591962,0.83,0.96
1000295,1981,74,9,0,3,73.4920715,0.01693375,0.94,0.92
1000297,1852,214,12,0,4,86.31918212,0.01678215,1.22,1.13
1000298,3490,75,6,0,1,80.81522988,0.01276799,0.98,1.25
1000299,1830,1407,11,0,1,66.16991117,0.01381668,0.98,1.21
1000300,3402,140,12,0,2,350.011932,0.06962633,1.08,1.2
1000301,1890,18269,26,0,10,26.95172838,0.0057756,0.94,0.97
1000302,1661,550,14,0,2,41.14461362,0.00952604,0.95,1.07
1000304,2344,404,11,0,4,257.2433061,0.06651454,1.11,1.3
1000305,2612,3780,13,0,0,129.7943751,0.02907252,1.05,1.07
1000306,1293,917,17,0,2,200.5512358,0.0407715,0.69,0.85
1000308,2089,132,9,0,2,100.7172521,0.02394487,1.1,0.82
1000309,1353,267,19,0,4,132.9161083,0.03361858,0.98,1.04
1000310,1303,99,8,1,3,198.0502678,0.05026902,0.91,0.93
1000311,2222,43,8,1,1,21.10240825,0.00360505,1.09,1.23
1000312,3066,1112,13,0,2,8.93647125,0.002651,1.13,0.97
1000313,3401,395,6,0,1,43.976374,0.01240027,1.15,1.05
1000314,2144,71,11,0,2,119.7046971,0.03117505,0.97,0.95
1000315,2579,103,8,0,2,7.65782338,0.00091497,0.98,0.85
1000316,1353,70,8,0,1,31.8913405,0.00610639,0.71,0.94
1000318,2202,187,12,0,3,56.93881525,0.01220381,0.98,0.94
1000319,2691,185,8,0,2,42.147583,0.01009215,0.91,0.8
1000322,3361,112,16,0,3,87.41545942,0.01875814,0.89,0.96
1000323,1720,116,12,0,1,94.11709283,0.02280853,1.02,0.86
1000324,3421,311,16,0,0,56.28400575,0.0136586,0.88,0.85
1000325,245,6,2,0,1,33.27144775,0.00548794,0.86,1
1000326,2297,250,3,0,0,34.9886015,0.00591629,0.78,0.76
1000327,3868,70,3,0,0,8.12002212,0.00241851,0.9,0.8
1000328,1987,179,1,0,1,18.71257675,0.00502352,0.99,0.98
1000330,1326,7,10,0,2,145.1783894,0.03483374,0.71,0.76
1000331,4052,338,22,0,2,100.9159964,0.02497414,1.22,0.98
1000334,3099,209,3,0,1,7.12426275,0.00178214,0.88,1.02
1000335,2977,67,6,0,1,0.774354,0.00014155,0.86,0.87
1000336,2022,65,10,0,1,84.06616462,0.01733085,1.03,0.91
1000337,2198,442,32,0,2,303.902322,0.06003264,0.9,1.04
1000338,2941,284,10,0,0,50.61253675,0.01082822,1.07,1.07
1000339,3254,281,23,0,2,5.335657,0.00139054,1.04,0.81
1000340,1403,13,8,0,0,67.78353362,0.01509393,0.8,0.82
1000342,2031,238,16,0,6,1065.559543,0.22422228,0.9,0.74
1000343,1804,44,4,0,1,15.3770045,0.00218527,0.93,0.89
1000345,2597,242,4,0,2,22.41182912,0.00428894,0.97,1.05
1000346,2925,439,37,0,10,211.6927697,0.04877071,0.99,0.92
1000348,3146,91,3,0,0,16.6106215,0.00468978,0.83,0.92
1000349,1822,56,15,0,3,27.87997225,0.0054082,0.94,0.88
1000350,1459,108,5,0,0,49.301611,0.01350828,0.75,0.76
1000351,1768,36,6,0,0,23.854839,0.00706824,0.9,0.82
1000352,1852,136,30,0,3,274.2829311,0.06111144,1.05,0.94
1000353,1837,43,5,0,0,125.646641,0.02834859,0.82,0.82
1000354,2327,177,5,0,2,8.66900075,0.00184222,0.91,0.88
1000355,1621,36,2,0,1,23.81007175,0.00025516,0.82,0.88
1000356,3371,74,8,0,1,95.91034725,0.01980318,0.9,0.89
1000357,3777,597,3,0,1,15.68619925,0.00350486,0.87,0.87
1000358,2902,518,18,0,3,39.69214675,0.00707779,0.92,0.93
1000359,2467,276,6,0,2,71.25148,0.01091543,0.8,0.91
1000360,4741,380,46,1,5,859.1069342,0.20897283,0.86,0.93
1000361,1742,73,6,0,4,33.0862715,0.0071441,1.05,0.94
1000362,3476,161,8,0,2,20.1175425,0.00460885,0.83,0.84
1000363,702,342,7,0,4,48.17653775,0.00929301,0.88,0.88
1000364,1340,93,10,0,5,7.87955738,0.00127034,0.92,1
1000365,2972,244,18,0,10,83.6218665,0.02113088,0.98,0.94
1000366,1936,93,9,0,1,107.9680427,0.0205919,1.06,1.01
1000368,1648,135,5,0,2,266.5953365,0.03545322,0.91,1.03
1000369,1904,67,5,0,2,26.00345167,0.00517697,0.99,0.92
1000370,3770,687,4,0,1,41.36481125,0.0079377,0.81,0.94
1000371,3897,124,5,0,0,12.50478062,0.00319558,0.91,0.86
1000372,2038,167,15,0,4,4.157403,0.00074088,1.04,0.91
1000373,953,50,8,0,2,103.4486621,0.02370238,0.83,0.91
1000374,3438,267,13,0,5,51.7736,0.01072557,1.16,0.96
1000375,2934,206,18,0,8,79.12934475,0.01560602,1.01,0.95
1000376,2239,125,9,0,2,100.376266,0.01904118,0.94,1.05
1000377,2204,285,9,0,0,86.47745817,0.02037453,0.78,0.82
1000378,1511,129,7,0,0,73.37743975,0.01367374,0.98,0.96
1000379,3777,1230,17,0,5,57.32796725,0.01119125,1.07,0.94
1000380,2816,429,27,0,8,312.1602234,0.08096458,0.81,1.02
1000381,2486,302,5,0,2,76.66371825,0.01438676,0.79,0.99
1000382,3498,144,13,0,0,32.17986473,0.00693867,0.86,0.88
1000383,1188,334,11,0,0,16.03523978,0.00404035,0.84,0.81
1000384,2421,151,11,0,2,6.188489,0.00125653,0.94,0.81
1000385,2011,605,19,0,7,501.2538133,0.12241332,0.97,1.04
1000386,1832,172,31,0,2,498.506367,0.10613265,0.83,0.85
1000387,2311,180,18,0,4,78.45000325,0.0207999,0.81,0.87
1000388,3728,232,7,0,1,23.18356875,0.00580033,1.06,1.06
1000389,3479,329,21,0,5,12.136131,0.00305034,0.91,0.93
1000390,2889,66,6,0,2,34.2971085,0.00908543,0.96,0.91
1000391,3639,255,10,0,2,16.722604,0.00416513,0.81,0.78
1000392,3033,171,14,0,7,91.72644725,0.02240425,1.2,1.1
1000393,2106,398,10,0,4,97.79561362,0.02156374,0.82,0.89
1000394,4966,192,12,0,2,201.70154,0.04649057,1.04,0.97
1000395,3921,153,6,0,0,57.89540875,0.00810443,1,1.04
1000396,1795,160,8,0,1,215.9003005,0.04284437,0.84,1.04
1000397,153,128,10,0,2,0,0,1.54,1.27
1000398,5549,159,12,0,1,33.1465485,0.01014159,0.86,1.03
1000399,4032,640,10,0,4,53.54007275,0.01139129,0.93,1.01
1000400,3942,218,2,0,0,17.539629,0.00347346,0.79,0.87
1000401,4504,121,17,0,4,44.39812,0.00881385,0.99,1
1000402,2351,540,26,0,3,59.4481385,0.01334473,0.85,1.01
1000403,4247,684,13,0,1,60.61217,0.01323053,0.79,0.9
1000404,2881,339,15,0,2,188.1082147,0.04879743,0.79,0.96
1000405,3570,226,14,0,3,154.8470487,0.03952613,0.93,0.93
1000406,1200,100,7,0,1,85.98797481,0.02186221,0.87,0.84
1000407,2030,109,4,0,0,44.25068225,0.01009869,1.03,1.08
1000408,3050,1310,15,0,7,66.04850658,0.01195067,1.06,1.1
1000409,3593,119,12,0,4,109.2496531,0.02366407,0.81,0.91
1000411,2541,647,11,0,4,166.9251371,0.03394237,0.79,0.95
1000412,2913,246,18,0,1,81.22705914,0.01507009,1.25,1.06
1000413,3231,655,16,0,3,43.632348,0.01046798,1.08,0.93
1000414,273,9,12,0,1,52.1397004,0.00905686,1.34,1.24
1000415,2283,242,11,0,2,145.7565975,0.03726819,0.9,0.94
1000416,3444,275,3,0,1,25.19964617,0.00629142,0.94,0.92
1000417,1470,67,9,0,2,63.05958625,0.00280588,1.04,0.87
1000418,1945,156,14,0,1,104.0465876,0.02479525,1.03,0.98
1000419,2518,99,6,0,0,31.49264562,0.0072729,0.98,0.97
1000420,1839,130,20,0,5,7.25859375,0.0014335,0.96,0.98
1000421,2784,231,11,0,2,29.0476675,0.00718727,1.09,1.09
1000422,1928,79,13,0,3,8.76073625,0.00199414,1.32,1.06
1000423,2420,398,7,0,3,15.088372,0.00300179,1.04,0.93
1000424,2104,161,11,1,3,3.036325,0.00057435,0.97,1.1
1000426,2769,508,13,0,0,35.94575525,0.00771129,1.22,0.89
1000427,2673,606,4,0,0,2.52658275,0.00062277,0.96,0.97
1000428,762,334,11,0,3,12.20888762,0.00262805,1.41,1.24
1000429,5860,392,6,0,0,35.218446,0.00737771,0.93,1.1
1000430,4076,310,12,0,0,36.87844244,0.00933575,0.91,0.83
1000432,4473,172,8,0,2,25.66839725,0.00160847,1,0.77
1000433,1882,255,15,0,3,177.26363,0.03393387,1.06,1
1000435,2694,168,16,0,2,326.2919501,0.0665548,1.04,1.12
1000436,4018,679,14,0,5,25.891117,0.00446404,0.91,1.04
1000437,2366,107,15,0,1,44.670628,0.01162324,0.71,0.9
1000438,10594,74,22,0,1,150.8946113,0.02841655,1,1.06
1000439,3433,350,9,0,1,1.1412615,0.00028759,1.36,1.06
1000440,1085,109,19,0,4,111.259531,0.02195653,1.27,1.3
1000441,1496,186,17,0,4,95.01052858,0.02112434,1.11,1.09
1000442,2472,164,27,0,5,97.3719565,0.01962358,1.02,1.07
1000444,772,52,12,0,1,78.84815775,0.01457046,1.76,1.55
1000445,3443,3448,17,0,2,51.72114638,0.01318293,0.87,1.09
1000446,3770,621,18,0,3,56.94630367,0.0145424,0.96,0.95
1000447,3776,1463,19,0,3,348.2132026,0.08560433,0.89,0.87
1000448,3547,336,8,0,1,25.19888786,0.00406956,1.01,1.2
1000449,5116,902,28,0,5,116.0503018,0.02581365,1.02,1.06
1000450,3080,326,6,0,1,18.23049867,0.00508631,1.01,1.19
1000451,530,2044,22,1,6,317.3580585,0.0691815,1.08,1.09
1000452,678,3185,22,0,4,302.6922537,0.06626533,1,1.2
1000454,1564,611,30,0,3,62.58060838,0.01404062,1.09,1.1
1000455,1553,67,18,0,0,66.81772462,0.01575811,1.21,0.96
1000456,1222,79,3,0,0,86.45270875,0.02176184,0.96,1.38
1000457,3282,565,8,0,4,15.931163,0.00345911,0.98,1.23
1000458,1484,295,6,0,1,306.3939805,0.07127583,1.03,1.06
1000459,2402,372,11,0,2,26.46121025,0.0070343,1.06,1.09
1000460,1041,50,11,0,2,11.07586075,0.00325815,1.18,1.05
1000462,1025,56,14,0,1,226.0210343,0.05105281,0.83,1.11
