,T_remainpop,T_commuterpop,commercial_facility_count,subwayst_count,busst_count,분기당_매출_금액,2340대_매출금액,영업기간/서울평균,폐업기간/서울평균
1000044,953.0,1102.0,12.0,0.0,0.0,233.4750598,0.03793801,1.31,1.27
1000045,231.0,3016.0,32.0,0.0,2.0,1024.555271,0.20616966,0.92,1.04
1000046,892.0,1943.0,25.0,0.0,3.0,120.0383891,0.03032331,1.33,1.08
1000047,1233.0,1234.0,18.0,0.0,1.0,84.41709058,0.01440083,1.35,1.09
1000048,1642.0,2348.0,22.0,0.0,1.0,25.3307685,0.00675227,1.08,1.34
1000049,3619.0,596.0,16.0,0.0,2.0,45.78594957,0.01180618,1.0,1.0
1000050,448.0,283.0,1.0,0.0,0.0,29.50693775,0.00827027,1.21,0.85
1000051,980.0,2231.0,13.0,0.0,4.0,375.6134061,0.09193986,0.91,1.08
1000052,511.0,293.0,1.0,0.0,0.0,788.6827852,0.19742637,1.21,1.16
1000053,755.0,62.0,8.0,0.0,0.0,723.8754382,0.19088548,0.85,1.07
1000054,857.0,75.0,16.0,0.0,2.0,789.3203984,0.21583149,0.78,0.88
1000055,1472.0,271.0,12.0,0.0,1.0,101.2135714,0.0185526,1.0,0.87
1000056,3316.0,2663.0,19.0,0.0,4.0,129.8908398,0.03368974,1.13,1.13
1000057,3999.0,753.0,12.0,0.0,2.0,220.6180028,0.05508288,0.97,1.15
1000058,3817.0,280.0,7.0,0.0,2.0,126.5008581,0.02598599,0.71,0.88
1000060,2307.0,134.0,6.0,0.0,2.0,66.39718658,0.01510912,0.74,1.02
1000061,2795.0,197.0,14.0,0.0,3.0,332.9379117,0.06942565,1.05,1.14
1000062,2805.0,88.0,12.0,0.0,3.0,67.84341844,0.01768706,0.95,1.03
1000063,1370.0,1836.0,16.0,0.0,5.0,670.7626304,0.1662723,0.91,0.94
1000064,2421.0,189.0,11.0,0.0,2.0,111.2378679,0.03153888,0.94,1.14
1000065,1985.0,1000.0,12.0,0.0,4.0,130.4715885,0.0234773,1.04,1.22
1000066,1440.0,1379.0,2.0,0.0,0.0,108.2800565,0.02739853,1.18,1.02
1000067,2102.0,818.0,13.0,0.0,2.0,86.74521992,0.01663524,1.26,1.01
1000068,960.0,913.0,13.0,0.0,2.0,355.7355625,0.07276317,1.09,1.2
1000069,2003.0,222.0,9.0,0.0,1.0,65.72262125,0.01376855,1.41,1.42
1000070,731.0,653.0,25.0,0.0,2.0,2284.900885,0.62728363,1.09,1.21
1000071,2447.0,2379.0,19.0,1.0,2.0,2413.88005,0.62919627,0.63,0.97
1000072,2861.0,49.0,9.0,0.0,0.0,7.08935183,0.00136173,1.01,0.98
1000073,1590.0,929.0,31.0,0.0,4.0,1292.988114,0.33775344,0.97,0.94
1000074,3023.0,174.0,5.0,0.0,0.0,19.08518425,0.00512571,0.98,1.1
1000075,4281.0,236.0,13.0,0.0,2.0,33.7160005,0.00513608,1.41,1.02
1000076,2781.0,1179.0,5.0,0.0,1.0,20.16525714,0.00388271,1.08,1.32
1000077,2749.0,10716.0,25.0,0.0,3.0,290.7618066,0.05108383,1.06,1.18
1000078,497.0,1553.0,14.0,0.0,1.0,173.4084601,0.03447833,1.25,1.27
1000079,1394.0,5982.0,13.0,0.0,2.0,225.9249228,0.04275704,0.93,1.0
1000080,626.0,1107.0,7.0,0.0,0.0,444.2714559,0.07979796,0.98,1.06
1000081,803.0,748.0,21.0,1.0,2.0,164.5100417,0.0350882,1.24,1.17
1000082,766.0,529.0,11.0,0.0,2.0,75.53245025,0.01178576,1.01,1.2
1000084,693.0,732.0,19.0,0.0,1.0,1101.93449,0.22174526,0.74,0.87
1000085,2274.0,71.0,16.0,0.0,3.0,636.8101663,0.15720376,0.8,0.93
1000086,2999.0,46.0,15.0,0.0,5.0,121.1448416,0.02719078,1.0,0.98
1000087,5653.0,201.0,11.0,0.0,1.0,31.67574915,0.00693801,0.95,1.23
1000088,3092.0,9672.0,21.0,0.0,4.0,422.4504802,0.08717611,0.96,0.99
1000089,2365.0,33.0,3.0,0.0,0.0,8.384939,0.00133803,0.92,1.18
1000090,3522.0,427.0,15.0,0.0,6.0,95.19215362,0.02049578,1.24,1.33
1000091,2974.0,390.0,17.0,0.0,4.0,88.917794,0.02020701,1.34,1.07
1000093,1926.0,84.0,8.0,0.0,3.0,103.5182263,0.01885414,1.35,1.13
1000094,993.0,115.0,8.0,0.0,1.0,21.28202575,0.00497097,1.1,1.11
1000095,2607.0,812.0,9.0,0.0,0.0,133.1443283,0.02552394,1.3,1.18
1000096,1197.0,213.0,10.0,1.0,0.0,147.8457205,0.0410063,0.89,0.91
1000097,5968.0,9.0,14.0,1.0,7.0,75.4456445,0.01729981,0.82,1.26
1000098,2307.0,134.0,18.0,0.0,1.0,130.1785765,0.02281619,0.99,1.16
1000099,1806.0,383.0,10.0,0.0,1.0,67.0038175,0.0136603,1.05,1.12
1000100,1045.0,136.0,19.0,0.0,1.0,33.4669355,0.00884448,0.95,0.99
1000101,2350.0,9.0,4.0,0.0,0.0,28.165804,0.00715158,0.95,1.25
1000102,2223.0,28.0,13.0,0.0,6.0,91.65512242,0.02205006,1.02,1.35
1000103,2447.0,175.0,2.0,0.0,0.0,54.06167808,0.01212253,0.95,1.16
1000104,1272.0,1491.0,17.0,0.0,1.0,241.8522659,0.05133408,0.9,0.97
1000105,2228.0,1212.0,7.0,0.0,0.0,152.9526029,0.03450036,0.58,0.89
1000106,3689.0,233.0,25.0,0.0,11.0,99.08151975,0.02135507,1.02,0.99
1000107,3343.0,879.0,13.0,0.0,2.0,10.70973175,0.00248852,1.21,1.03
1000108,271.0,2450.0,3.0,0.0,1.0,146.0871991,0.03456268,0.8,0.95
1000109,1323.0,528.0,5.0,0.0,0.0,303.2563359,0.0689244,0.72,1.0
1000110,387.0,2718.0,20.0,1.0,2.0,316.1510186,0.05265082,0.95,1.03
1000111,1248.0,298.0,8.0,0.0,3.0,26.812871,0.00747094,1.25,0.98
1000112,2790.0,1069.0,17.0,0.0,6.0,140.3245205,0.02274518,1.15,1.0
1000113,407.0,3643.0,1.0,0.0,0.0,382.953328,0.08901052,0.89,1.14
1000114,406.0,4349.0,4.0,0.0,1.0,447.3652374,0.10263465,0.87,0.91
1000115,2178.0,2228.0,9.0,0.0,2.0,173.6131323,0.03247652,0.9,1.18
1000116,1918.0,2853.0,12.0,0.0,2.0,374.1874087,0.0788439,0.87,0.99
1000117,2403.0,172.0,7.0,0.0,2.0,81.12278982,0.01514361,1.25,1.07
1000118,2886.0,3861.0,30.0,0.0,5.0,94.81159706,0.01149141,1.11,1.06
1000119,3290.0,107.0,14.0,1.0,2.0,160.7755394,0.03375213,0.96,1.17
1000120,2088.0,1421.0,20.0,1.0,3.0,343.172331,0.07170233,0.87,1.04
1000121,3238.0,1699.0,27.0,0.0,3.0,418.0578813,0.0802825,0.98,1.08
1000122,2860.0,97.0,6.0,0.0,0.0,28.81772,0.00577113,1.27,1.17
1000123,1964.0,41.0,38.0,0.0,11.0,99.25016793,0.02245167,1.15,1.07
1000124,2782.0,1805.0,21.0,0.0,6.0,116.4877274,0.02159401,1.1,1.02
1000126,2218.0,59.0,13.0,0.0,6.0,49.07872692,0.00806483,0.79,0.85
1000127,1696.0,1001.0,27.0,0.0,1.0,68.70516558,0.01790495,1.25,0.92
1000128,1259.0,61.0,9.0,0.0,1.0,369.3434248,0.09764191,0.89,1.09
1000129,2616.0,51.0,22.0,0.0,1.0,53.07464808,0.01081162,1.08,1.0
1000130,679.0,259.0,11.0,0.0,1.0,46.79347629,0.00993981,1.66,1.23
1000131,3765.0,125.0,18.0,0.0,3.0,101.838432,0.02693237,1.27,1.04
1000132,4365.0,1975.0,7.0,0.0,0.0,31.425121,0.00660305,0.85,1.05
1000133,4237.0,566.0,22.0,0.0,4.0,64.18567683,0.01350285,1.12,1.02
1000134,4939.0,517.0,27.0,0.0,3.0,68.35236983,0.01418372,0.99,1.06
1000135,4078.0,223.0,6.0,0.0,2.0,0.0,0.0,1.1,0.86
1000136,2138.0,52.0,17.0,0.0,4.0,73.35619038,0.01819476,0.93,0.94
1000137,3674.0,374.0,22.0,0.0,1.0,313.6026153,0.08574405,0.92,0.87
1000138,2065.0,312.0,12.0,0.0,1.0,136.7353895,0.0374298,0.86,0.91
1000139,5162.0,978.0,7.0,0.0,0.0,35.72756325,0.0077159,0.78,1.06
1000140,3757.0,202.0,14.0,0.0,1.0,21.21102688,0.0024185,1.06,0.97
1000141,3137.0,239.0,3.0,0.0,0.0,44.84055142,0.01024125,0.79,0.85
1000142,1971.0,194.0,19.0,0.0,1.0,86.68244633,0.01621479,0.8,0.89
1000143,3076.0,14.0,4.0,0.0,0.0,29.7732105,0.0081773,0.83,0.86
1000144,2126.0,122.0,6.0,0.0,0.0,27.21470525,0.00720505,0.96,0.95
1000146,3497.0,864.0,17.0,0.0,2.0,69.74347583,0.01657351,0.9,0.99
1000147,3643.0,194.0,7.0,0.0,0.0,65.68363675,0.01572626,1.01,0.79
1000148,3578.0,193.0,13.0,0.0,1.0,143.8195959,0.02035106,0.93,0.97
1000149,2984.0,327.0,15.0,0.0,3.0,49.07482931,0.01262098,1.2,1.12
1000150,4168.0,256.0,19.0,0.0,5.0,21.912574,0.00597943,1.1,1.0
1000151,3173.0,544.0,5.0,0.0,1.0,36.85904475,0.00974876,1.07,1.08
1000152,1709.0,249.0,2.0,0.0,0.0,62.87428817,0.0116273,1.1,0.98
1000153,2940.0,340.0,6.0,0.0,0.0,94.8535125,0.02203796,0.97,0.91
1000154,2961.0,731.0,8.0,0.0,1.0,211.916556,0.03760855,0.85,1.0
1000155,1758.0,2703.0,11.0,0.0,5.0,322.4033852,0.03822886,0.83,1.11
1000156,5387.0,156.0,27.0,0.0,7.0,170.1146406,0.03569197,0.9,0.98
1000157,3907.0,942.0,9.0,0.0,0.0,11.07248275,0.00319042,0.8,1.01
1000158,3960.0,1400.0,16.0,0.0,0.0,194.560144,0.04507127,1.04,0.89
1000160,3146.0,320.0,12.0,0.0,2.0,32.29667525,0.00781712,0.9,0.83
1000161,2701.0,580.0,27.0,0.0,2.0,302.2814689,0.07435836,0.9,1.04
1000162,4697.0,19.0,16.0,0.0,1.0,146.2301449,0.03196235,0.83,1.02
1000163,2789.0,2.0,10.0,0.0,3.0,52.32698012,0.01170785,1.08,1.03
1000164,4202.0,88.0,6.0,0.0,1.0,55.65108562,0.00845003,1.02,1.27
1000165,3601.0,1147.0,33.0,1.0,3.0,313.9552392,0.06410582,0.81,0.87
1000166,3090.0,274.0,25.0,0.0,5.0,193.0839122,0.03892232,1.08,1.03
1000167,3432.0,251.0,24.0,1.0,2.0,306.8432739,0.06873727,0.8,1.06
1000168,602.0,274.0,13.0,0.0,0.0,205.4271424,0.04621511,0.81,0.93
1000170,247.0,126.0,3.0,0.0,0.0,41.6555945,0.00593379,1.08,0.96
1000171,2164.0,3.0,3.0,0.0,1.0,190.7371479,0.04049626,0.98,1.04
1000172,3879.0,5.0,9.0,0.0,2.0,70.163789,0.01428356,1.03,1.15
1000173,2043.0,12.0,9.0,0.0,1.0,12.07741,0.00290974,1.18,1.02
1000175,2909.0,361.0,5.0,0.0,1.0,38.69237638,0.00826364,1.11,1.0
1000176,3319.0,111.0,4.0,0.0,0.0,106.4838493,0.02307609,0.83,0.82
1000177,1910.0,917.0,13.0,0.0,1.0,247.0495278,0.0539964,0.95,0.92
1000178,1248.0,5.0,7.0,0.0,2.0,66.82581375,0.01807579,0.94,0.91
1000179,2585.0,70.0,1.0,0.0,0.0,53.50674258,0.01433892,0.75,0.97
1000180,1477.0,373.0,8.0,0.0,0.0,113.7119103,0.0271464,0.94,0.98
1000181,569.0,198.0,10.0,0.0,1.0,268.9458414,0.06482887,1.14,1.05
1000182,1236.0,1175.0,5.0,0.0,1.0,91.4741835,0.02075884,1.2,0.93
1000183,2075.0,354.0,9.0,0.0,1.0,2.555555,0.00053819,1.48,1.05
1000184,1996.0,269.0,13.0,0.0,2.0,182.1174945,0.03820372,1.21,1.04
1000185,1735.0,97.0,9.0,0.0,0.0,107.1807324,0.02776786,0.95,1.09
1000186,1899.0,83.0,3.0,0.0,0.0,6.335879,0.00143338,0.92,0.99
1000188,4422.0,237.0,11.0,0.0,2.0,60.9433365,0.01730006,0.91,1.12
1000189,2245.0,619.0,14.0,0.0,1.0,167.8807708,0.0471085,0.89,0.99
1000190,1576.0,295.0,12.0,0.0,4.0,42.10796362,0.00665219,1.32,1.14
1000191,1078.0,9.0,2.0,0.0,0.0,4.518042,0.00077789,1.5,1.03
1000193,3523.0,991.0,20.0,0.0,3.0,57.334706,0.01080159,1.05,0.93
1000194,3552.0,240.0,8.0,0.0,0.0,208.0264518,0.05367755,1.3,0.95
1000195,1446.0,182.0,2.0,0.0,0.0,30.89589075,0.00471384,1.09,0.89
1000196,700.0,1015.0,14.0,0.0,1.0,89.163282,0.02170115,1.18,0.98
1000197,1217.0,340.0,12.0,0.0,1.0,40.4551665,0.00633592,1.08,0.87
1000198,2692.0,552.0,6.0,0.0,1.0,83.23532217,0.02053644,0.89,0.97
1000199,1089.0,435.0,5.0,0.0,1.0,164.9998964,0.03194572,1.18,0.89
1000200,1054.0,137.0,8.0,0.0,2.0,97.61457667,0.02048704,1.13,0.92
1000201,2144.0,2968.0,10.0,0.0,0.0,105.4796529,0.02096438,1.03,0.91
1000202,2299.0,802.0,6.0,0.0,1.0,19.608811,0.00374059,1.13,0.88
1000203,2213.0,323.0,6.0,0.0,2.0,4.380061,0.00100212,1.1,1.08
1000204,1913.0,73.0,7.0,0.0,2.0,181.786714,0.04417763,0.8,1.08
1000205,1550.0,705.0,9.0,0.0,1.0,10.45467588,0.00164007,1.38,1.04
1000206,3219.0,217.0,4.0,0.0,0.0,4.2200265,0.00097826,1.29,1.22
1000207,1017.0,223.0,6.0,0.0,2.0,277.2955352,0.06699337,1.05,0.95
1000208,1346.0,1496.0,4.0,0.0,1.0,221.5414937,0.05777056,0.98,1.21
1000209,310.0,839.0,1.0,0.0,0.0,270.4856778,0.01216237,1.39,1.0
1000210,2848.0,2258.0,16.0,0.0,3.0,178.0289644,0.04417729,0.94,1.0
1000212,2370.0,1994.0,2.0,0.0,0.0,40.402461,0.01103211,1.23,0.85
1000214,3309.0,580.0,17.0,0.0,3.0,73.4437074,0.01391451,1.01,0.85
1000215,794.0,80.0,8.0,0.0,2.0,137.2244384,0.02956501,1.05,1.01
1000216,1827.0,305.0,10.0,0.0,2.0,15.71048325,0.00362191,1.13,0.99
1000217,2436.0,363.0,9.0,0.0,0.0,178.7858765,0.03262996,0.96,0.9
1000218,2080.0,103.0,6.0,0.0,0.0,22.20562725,0.00527591,1.1,1.03
1000219,2614.0,19.0,5.0,0.0,1.0,8.20230725,0.00013314,1.39,1.5
1000220,1260.0,7.0,19.0,0.0,2.0,618.8220079,0.1662744,1.03,1.02
1000221,3583.0,207.0,16.0,1.0,1.0,251.6882192,0.06312482,1.12,1.09
1000222,2354.0,424.0,25.0,0.0,4.0,54.1642634,0.01281197,1.14,1.03
1000223,4533.0,239.0,14.0,0.0,3.0,13.26917675,0.00352985,0.73,0.93
1000224,5222.0,122.0,9.0,0.0,1.0,21.09393075,0.00555391,0.93,0.98
1000225,1269.0,29.0,4.0,0.0,1.0,4.07240225,0.00100739,0.53,1.02
1000226,5204.0,649.0,24.0,1.0,1.0,325.7844856,0.06859794,0.9,1.08
1000227,2245.0,96.0,6.0,0.0,1.0,11.9096965,0.00303761,0.96,1.12
1000228,5488.0,83.0,13.0,0.0,2.0,2.8634165,0.00014193,1.16,1.0
1000229,3156.0,273.0,15.0,0.0,1.0,113.3692946,0.02435439,1.09,0.88
1000230,4468.0,157.0,16.0,0.0,4.0,112.1679395,0.02835006,1.04,0.98
1000231,2629.0,172.0,19.0,0.0,3.0,283.2729378,0.06186192,1.12,1.0
1000232,3511.0,95.0,16.0,0.0,7.0,43.89030962,0.00961009,0.98,0.95
1000233,1898.0,1149.0,15.0,0.0,3.0,92.15173833,0.01913722,1.06,0.91
1000235,2450.0,208.0,10.0,0.0,1.0,61.14909275,0.01043047,1.15,1.1
1000236,2930.0,1140.0,6.0,0.0,1.0,18.17872775,0.00324704,0.83,0.99
1000237,2558.0,221.0,44.0,0.0,6.0,9.47238875,0.00201203,1.05,0.99
1000238,3829.0,93.0,12.0,0.0,2.0,17.85980275,0.00402839,0.83,0.95
1000239,2448.0,86.0,16.0,0.0,1.0,18.51367088,0.00495235,0.95,0.93
1000242,2756.0,379.0,8.0,0.0,0.0,83.2245345,0.02274649,1.08,0.92
1000243,1504.0,60.0,13.0,0.0,2.0,177.4731247,0.04247764,0.85,0.96
1000244,3586.0,114.0,10.0,0.0,1.0,24.5541025,0.00655564,1.05,0.85
1000245,2939.0,530.0,14.0,0.0,1.0,118.1803935,0.02466739,0.91,0.99
1000247,2893.0,213.0,13.0,0.0,1.0,86.178813,0.01994301,1.02,0.9
1000249,1958.0,96.0,9.0,0.0,2.0,279.2134439,0.06104954,1.07,1.0
1000252,5388.0,578.0,38.0,0.0,5.0,474.2515746,0.10774301,0.94,0.91
1000253,3288.0,86.0,10.0,0.0,1.0,25.164512,0.00431447,1.01,0.88
1000254,3176.0,119.0,31.0,0.0,2.0,634.4072091,0.14533134,1.16,1.12
1000255,2615.0,266.0,7.0,0.0,0.0,17.72596775,0.00424911,0.75,1.01
1000256,3222.0,425.0,6.0,0.0,1.0,228.8771418,0.04897993,0.93,0.94
1000257,2717.0,326.0,16.0,0.0,3.0,140.9818109,0.03191841,1.08,0.96
1000258,2032.0,565.0,21.0,0.0,5.0,196.4931831,0.04185135,1.2,0.95
1000259,3357.0,441.0,16.0,0.0,8.0,133.0685183,0.03479549,0.96,0.82
1000260,2779.0,766.0,16.0,0.0,1.0,37.35798125,0.0076428,0.98,0.85
1000261,301.0,8.0,11.0,0.0,2.0,17.20439288,0.0007308,1.58,1.08
1000263,1150.0,125.0,7.0,0.0,1.0,71.8146525,0.01920377,1.2,1.15
1000264,3203.0,75.0,9.0,0.0,0.0,43.99081225,0.00894165,1.2,0.96
1000265,1660.0,223.0,9.0,0.0,2.0,0.9547755,0.00016624,1.28,1.12
1000268,2799.0,432.0,10.0,0.0,0.0,114.3677795,0.02711429,0.85,1.1
1000269,1149.0,120.0,13.0,0.0,2.0,197.8009686,0.0408902,0.86,1.06
1000270,2238.0,217.0,20.0,0.0,0.0,55.59327844,0.01433552,0.96,0.92
1000273,3011.0,371.0,17.0,0.0,3.0,71.43224425,0.01888792,1.1,1.12
1000274,2537.0,824.0,9.0,0.0,1.0,16.470404,0.00423524,1.17,1.0
1000276,2911.0,706.0,13.0,0.0,3.0,59.31593788,0.01462084,1.12,1.0
1000277,1265.0,1000.0,4.0,0.0,1.0,414.6385406,0.11136967,0.76,0.85
1000278,2301.0,280.0,13.0,0.0,3.0,66.73929038,0.0163847,0.93,1.03
1000279,2256.0,100.0,1.0,0.0,0.0,76.75126325,0.0202171,0.67,0.92
1000280,1956.0,715.0,16.0,0.0,4.0,21.8666375,0.00642819,1.01,0.99
1000281,1095.0,77.0,13.0,0.0,1.0,33.98650562,0.0081082,0.88,0.99
1000282,1624.0,53.0,7.0,0.0,3.0,125.7851106,0.0179249,0.89,1.15
1000284,2954.0,562.0,26.0,0.0,5.0,78.83527167,0.01903162,0.91,1.03
1000285,2214.0,616.0,7.0,0.0,1.0,133.202096,0.03106844,1.02,1.06
1000286,1724.0,42.0,11.0,0.0,4.0,264.8927556,0.06797072,1.22,1.09
1000287,3447.0,1230.0,3.0,0.0,0.0,21.1000575,0.00416794,1.2,1.09
1000288,2995.0,651.0,25.0,0.0,6.0,209.3332703,0.0483493,0.96,1.0
1000289,1613.0,3260.0,10.0,0.0,5.0,61.41485288,0.01473926,1.09,1.17
1000290,1107.0,154.0,11.0,0.0,3.0,175.0353404,0.0383467,0.71,0.85
1000291,1081.0,3612.0,6.0,0.0,0.0,419.3590422,0.09613465,0.85,0.99
1000292,675.0,216.0,14.0,0.0,2.0,813.2590548,0.20227237,0.94,1.1
1000293,1461.0,24.0,4.0,0.0,3.0,120.3510624,0.02621674,0.86,1.02
1000295,2069.0,345.0,9.0,0.0,3.0,91.36743325,0.02083013,0.94,0.97
1000298,3624.0,194.0,6.0,0.0,1.0,181.9808262,0.02651839,1.12,1.26
1000299,1781.0,189.0,11.0,0.0,1.0,84.70267117,0.01948506,1.11,1.25
1000300,3394.0,86.0,12.0,0.0,2.0,351.8393356,0.07084264,1.21,1.17
1000301,1767.0,391.0,26.0,0.0,10.0,48.46194088,0.01111666,0.98,1.06
1000302,1714.0,258.0,14.0,0.0,2.0,151.1437681,0.02984609,0.98,1.11
1000304,2476.0,117.0,11.0,0.0,4.0,234.9953445,0.0548839,1.1,1.34
1000305,2675.0,98.0,13.0,0.0,0.0,94.47104692,0.02086183,0.97,1.08
1000306,1270.0,37.0,17.0,0.0,2.0,235.7380063,0.0416236,0.56,0.79
1000308,1859.0,129.0,9.0,0.0,2.0,101.5964074,0.02263228,1.09,0.85
1000309,1202.0,86.0,19.0,0.0,4.0,264.2082906,0.06473196,1.02,1.07
1000310,1398.0,43.0,8.0,1.0,3.0,78.170877,0.01875153,0.95,1.01
1000311,2405.0,498.0,8.0,1.0,1.0,13.39118025,0.00301027,1.1,1.3
1000312,2736.0,159.0,13.0,0.0,2.0,11.53071675,0.00317589,1.21,1.03
1000313,3426.0,471.0,6.0,0.0,1.0,51.25579775,0.01406599,1.02,1.03
1000314,2109.0,172.0,11.0,0.0,2.0,216.4002624,0.04358243,1.0,0.93
1000315,2665.0,239.0,8.0,0.0,2.0,12.050706,0.00250993,1.04,0.85
1000317,2520.0,34.0,1.0,0.0,0.0,4.59354775,0.00106651,0.93,1.07
1000318,2056.0,895.0,12.0,0.0,3.0,62.8378385,0.01563649,0.94,1.03
1000319,2309.0,792.0,8.0,0.0,2.0,29.04317625,0.00740999,0.98,0.8
1000322,3368.0,115.0,16.0,0.0,3.0,126.2662385,0.02202445,0.9,1.0
1000323,1633.0,6.0,12.0,0.0,1.0,74.32995912,0.01648745,0.99,0.88
1000324,3460.0,397.0,16.0,0.0,0.0,46.18838467,0.01073918,0.93,0.88
1000325,247.0,251.0,2.0,0.0,1.0,25.98953775,0.00502309,0.87,1.03
1000326,2252.0,220.0,3.0,0.0,0.0,27.719301,0.00520128,0.73,0.89
1000327,3829.0,823.0,3.0,0.0,0.0,19.44289175,0.0046813,0.89,0.8
1000328,2194.0,127.0,1.0,0.0,1.0,23.94772225,0.00645784,1.09,1.02
1000331,4380.0,310.0,22.0,0.0,2.0,51.125441,0.01284675,1.29,1.01
1000333,3254.0,432.0,14.0,0.0,6.0,0.0,0.0,0.86,1.06
1000334,3150.0,18.0,3.0,0.0,1.0,66.33646675,0.0055769,0.95,1.14
1000335,3348.0,87.0,6.0,0.0,1.0,3.09677775,0.0008219,0.93,0.86
1000336,2080.0,171.0,10.0,0.0,1.0,108.947092,0.02314909,0.98,0.93
1000337,2125.0,717.0,32.0,0.0,2.0,289.6927729,0.0576505,0.95,1.0
1000338,2908.0,506.0,10.0,0.0,0.0,40.64656075,0.00989057,1.08,1.08
1000339,3395.0,250.0,23.0,0.0,2.0,13.59660075,0.00321529,0.99,0.83
1000342,2065.0,579.0,16.0,0.0,6.0,306.4147708,0.05138017,0.87,0.76
1000345,2760.0,171.0,4.0,0.0,2.0,24.2588025,0.00479058,0.99,1.03
1000346,3053.0,605.0,37.0,0.0,10.0,214.9316418,0.04956728,1.0,0.97
1000347,2121.0,111.0,14.0,0.0,1.0,3.46045275,0.00073962,0.8,1.0
1000348,3125.0,274.0,3.0,0.0,0.0,10.2232885,0.00243732,0.86,0.92
1000349,1727.0,321.0,15.0,0.0,3.0,117.5529932,0.0233238,1.07,0.89
1000350,1518.0,52.0,5.0,0.0,0.0,4.607606,0.00085903,0.84,0.73
1000351,1689.0,103.0,6.0,0.0,0.0,51.016656,0.01386736,0.87,0.86
1000352,1812.0,325.0,30.0,0.0,3.0,313.1341427,0.06982499,1.04,0.95
1000353,1920.0,612.0,5.0,0.0,0.0,82.09940062,0.01647491,0.8,0.85
1000354,2707.0,82.0,5.0,0.0,2.0,8.49525025,0.00200624,0.95,0.89
1000355,1737.0,167.0,2.0,0.0,1.0,16.9723535,0.00250152,0.87,0.88
1000356,3551.0,188.0,8.0,0.0,1.0,110.6964878,0.02550052,0.9,0.92
