,T_remainpop,T_commuterpop,commercial_facility_count,subwayst_count,busst_count,분기당_매출_금액,2340대_매출금액,영업기간/서울평균,폐업기간/서울평균
1000110,624.0,3304.0,20.0,1.0,2.0,233.226765,0.04510187,0.75,1.0
1000111,1292.0,180.0,8.0,0.0,3.0,44.808304,0.01041739,1.15,1.01
1000112,2678.0,399.0,17.0,0.0,6.0,125.7444203,0.02012241,1.25,1.05
1000113,355.0,5637.0,1.0,0.0,0.0,243.400718,0.05336688,0.99,1.18
1000114,429.0,8949.0,4.0,0.0,1.0,401.925896,0.09601891,0.96,1.0
1000115,1820.0,4273.0,9.0,0.0,2.0,140.3557755,0.03144534,0.98,1.25
1000116,1831.0,4319.0,12.0,0.0,2.0,504.4698938,0.13441201,0.78,1.02
1000117,2417.0,192.0,7.0,0.0,2.0,136.8555355,0.02618366,1.14,1.03
1000118,2882.0,1785.0,30.0,0.0,5.0,87.49089153,0.01282546,1.02,1.02
1000119,2870.0,343.0,14.0,1.0,2.0,170.6351508,0.03716949,0.93,1.15
1000120,2259.0,5545.0,20.0,1.0,3.0,299.032157,0.06702206,0.82,1.02
1000121,3063.0,1334.0,27.0,0.0,3.0,389.7578981,0.07695123,0.94,1.04
1000122,2613.0,361.0,6.0,0.0,0.0,14.30682325,0.00195326,1.01,1.38
1000123,1949.0,240.0,38.0,0.0,11.0,85.45689967,0.01820226,1.08,1.05
1000124,2624.0,5762.0,21.0,0.0,6.0,119.4506464,0.02220791,0.88,1.07
1000125,922.0,332.0,11.0,1.0,0.0,108.050615,0.02484275,0.84,0.96
1000126,2107.0,470.0,13.0,0.0,6.0,48.76688433,0.00866651,0.88,0.87
1000127,2765.0,195.0,27.0,0.0,1.0,57.001961,0.01530669,1.09,0.91
1000128,1289.0,215.0,9.0,0.0,1.0,293.4588834,0.07941496,0.82,1.08
1000129,2665.0,396.0,22.0,0.0,1.0,51.63642233,0.0111868,1.05,0.99
1000130,679.0,100.0,11.0,0.0,1.0,11.6535365,0.00289106,1.52,1.23
1000131,3897.0,314.0,18.0,0.0,3.0,97.4762195,0.02790052,1.12,0.96
1000132,4356.0,398.0,7.0,0.0,0.0,16.268919,0.00350277,0.82,1.01
1000133,4137.0,498.0,22.0,0.0,4.0,65.65342155,0.01395291,1.05,1.0
1000134,4756.0,346.0,27.0,0.0,3.0,35.61414925,0.00778489,1.0,1.06
1000136,2083.0,356.0,17.0,0.0,4.0,63.78783488,0.01535268,0.87,0.92
1000137,3647.0,308.0,22.0,0.0,1.0,223.2138342,0.06424177,0.81,0.87
1000138,2317.0,239.0,12.0,0.0,1.0,128.1732962,0.03692963,0.87,0.85
1000139,5108.0,819.0,7.0,0.0,0.0,35.96972038,0.0080209,0.9,1.0
1000140,3639.0,212.0,14.0,0.0,1.0,8.41791825,0.00101943,1.04,0.95
1000141,3013.0,239.0,3.0,0.0,0.0,40.40541742,0.01003724,0.7,0.82
1000142,1845.0,419.0,19.0,0.0,1.0,36.23115488,0.00837838,0.77,0.88
1000143,2973.0,118.0,4.0,0.0,0.0,30.33877775,0.00859531,0.79,0.87
1000144,1914.0,142.0,6.0,0.0,0.0,21.13904667,0.00519782,0.79,0.95
1000146,3659.0,385.0,17.0,0.0,2.0,167.0847105,0.0403404,0.92,0.93
1000147,3665.0,157.0,7.0,0.0,0.0,57.99150971,0.01469091,0.95,0.85
1000148,3603.0,478.0,13.0,0.0,1.0,113.8495394,0.01692585,0.95,0.93
1000149,2935.0,227.0,15.0,0.0,3.0,46.50782677,0.01199082,1.11,1.08
1000150,4210.0,399.0,19.0,0.0,5.0,30.355535,0.00778226,1.08,0.98
1000151,3042.0,404.0,5.0,0.0,1.0,32.786685,0.00939593,1.12,1.05
1000152,1779.0,349.0,2.0,0.0,0.0,153.8810095,0.03230069,1.0,0.98
1000153,2877.0,281.0,6.0,0.0,0.0,50.50800833,0.01244192,0.96,0.9
1000154,3001.0,534.0,8.0,0.0,1.0,198.4794104,0.03743206,0.85,0.96
1000155,1476.0,1380.0,11.0,0.0,5.0,279.8004428,0.04219664,0.97,1.02
1000156,5416.0,577.0,27.0,0.0,7.0,163.673738,0.03935872,0.87,0.94
1000157,3903.0,604.0,9.0,0.0,0.0,18.8175005,0.00534635,0.9,0.96
1000158,3832.0,880.0,16.0,0.0,0.0,132.309026,0.0308859,1.04,0.9
1000160,3052.0,206.0,12.0,0.0,2.0,26.26239375,0.0058458,0.87,0.82
1000161,2530.0,358.0,27.0,0.0,2.0,224.8687353,0.05679725,0.86,1.01
1000162,4521.0,154.0,16.0,0.0,1.0,155.4624204,0.03386256,0.78,0.99
1000163,2772.0,250.0,10.0,0.0,3.0,24.99549925,0.00465902,1.08,1.01
1000164,3711.0,244.0,6.0,0.0,1.0,38.27050425,0.00653258,0.99,1.21
1000165,3559.0,975.0,33.0,1.0,3.0,309.4455865,0.06876298,0.83,0.85
1000166,3065.0,1171.0,25.0,0.0,5.0,207.1159184,0.0430534,1.06,1.0
1000167,3330.0,293.0,24.0,1.0,2.0,227.0528153,0.05111665,0.82,1.0
1000168,601.0,105.0,13.0,0.0,0.0,167.4094208,0.03766598,0.67,0.85
1000169,1245.0,147.0,14.0,0.0,0.0,202.4110872,0.04080144,0.75,0.89
1000170,214.0,5461.0,3.0,0.0,0.0,36.18260375,0.0043455,1.09,0.99
1000171,2334.0,89.0,3.0,0.0,1.0,118.646452,0.02564532,0.85,1.04
1000172,3636.0,198.0,9.0,0.0,2.0,29.56541667,0.00609474,0.91,1.09
1000173,1715.0,536.0,9.0,0.0,1.0,8.4815775,0.00150679,1.15,1.01
1000175,2831.0,347.0,5.0,0.0,1.0,47.95365588,0.00936429,1.04,0.98
1000176,3318.0,696.0,4.0,0.0,0.0,107.6125112,0.02557846,0.84,0.8
1000177,1795.0,930.0,13.0,0.0,1.0,188.9557883,0.04185961,0.93,0.92
1000178,1142.0,242.0,7.0,0.0,2.0,56.527195,0.01517562,0.91,0.89
1000179,2586.0,23.0,1.0,0.0,0.0,39.94836991,0.0103767,0.77,0.88
1000180,1556.0,440.0,8.0,0.0,0.0,173.522453,0.04343803,0.9,0.92
1000181,559.0,439.0,10.0,0.0,1.0,241.7208536,0.05686462,1.18,1.02
1000182,1368.0,1182.0,5.0,0.0,1.0,0.0,0.0,1.18,1.0
1000184,2001.0,250.0,13.0,0.0,2.0,117.4646736,0.02475465,1.26,1.03
1000185,2021.0,246.0,9.0,0.0,0.0,153.2901044,0.0398937,0.91,1.06
1000186,1821.0,167.0,3.0,0.0,0.0,0.0,0.0,0.98,0.95
1000188,4149.0,180.0,11.0,0.0,2.0,75.407746,0.02045137,0.88,1.08
1000189,2393.0,358.0,14.0,0.0,1.0,297.3884265,0.08414652,0.88,0.96
1000190,1564.0,254.0,12.0,0.0,4.0,22.110489,0.00375797,1.31,1.14
1000191,1076.0,114.0,2.0,0.0,0.0,2.779392,0.00020789,1.44,1.13
1000193,3473.0,843.0,20.0,0.0,3.0,33.884882,0.00430343,1.04,0.92
1000194,3339.0,73.0,8.0,0.0,0.0,140.0464995,0.03583526,1.3,1.0
1000195,1457.0,430.0,2.0,0.0,0.0,29.73054212,0.00553092,1.0,0.96
1000196,602.0,585.0,14.0,0.0,1.0,83.80781025,0.0222189,1.18,0.95
1000197,1417.0,285.0,12.0,0.0,1.0,31.011677,0.00483593,0.97,0.81
1000198,2624.0,424.0,6.0,0.0,1.0,64.79410192,0.01642687,0.77,0.94
1000199,974.0,342.0,5.0,0.0,1.0,212.3040728,0.04533278,1.17,0.92
1000200,932.0,272.0,8.0,0.0,2.0,85.24620233,0.01829146,1.09,0.93
1000201,2085.0,850.0,10.0,0.0,0.0,130.8635516,0.03233913,1.0,0.93
1000202,2291.0,548.0,6.0,0.0,1.0,15.2787215,0.00345507,1.01,0.94
1000204,1649.0,201.0,7.0,0.0,2.0,117.1104709,0.02913369,0.8,1.02
1000205,1473.0,495.0,9.0,0.0,1.0,13.24964029,0.00246404,1.36,1.32
1000206,3144.0,99.0,4.0,0.0,0.0,3.784554,0.00094384,1.23,1.23
1000207,1016.0,260.0,6.0,0.0,2.0,220.0354665,0.05430502,1.01,0.92
1000208,1387.0,99.0,4.0,0.0,1.0,218.2716956,0.05429157,0.89,1.16
1000209,207.0,322.0,1.0,0.0,0.0,414.9669043,0.00800443,1.43,1.03
1000210,2859.0,1878.0,16.0,0.0,3.0,192.1235593,0.04948941,0.95,1.03
1000212,2360.0,1168.0,2.0,0.0,0.0,60.54387,0.01690413,1.17,1.0
1000214,3130.0,1152.0,17.0,0.0,3.0,54.2969425,0.013635,1.05,0.91
1000215,872.0,443.0,8.0,0.0,2.0,149.2847739,0.03285343,0.96,1.0
1000216,1844.0,165.0,10.0,0.0,2.0,14.74926325,0.00254955,1.18,0.96
1000217,2386.0,116.0,9.0,0.0,0.0,152.9436974,0.03113215,0.9,0.89
1000218,1974.0,96.0,6.0,0.0,0.0,22.8923135,0.00574222,1.16,1.06
1000220,1304.0,240.0,19.0,0.0,2.0,432.0465609,0.11164381,1.03,1.01
1000221,2597.0,228.0,16.0,1.0,1.0,235.1258345,0.05758222,1.12,1.11
1000222,2290.0,236.0,25.0,0.0,4.0,26.726252,0.00580736,1.14,1.01
1000223,4285.0,225.0,14.0,0.0,3.0,11.18915475,0.00299794,0.75,0.91
1000224,5220.0,169.0,9.0,0.0,1.0,23.0677855,0.00582816,0.89,0.94
1000225,1419.0,98.0,4.0,0.0,1.0,3.03341725,0.00060331,0.68,1.02
1000226,4220.0,433.0,24.0,1.0,1.0,284.3386372,0.06145071,0.88,1.09
1000227,1960.0,93.0,6.0,0.0,1.0,12.05048625,0.00338055,0.98,1.09
1000228,5044.0,518.0,13.0,0.0,2.0,3.2537805,2.23e-06,1.03,1.07
1000229,3029.0,310.0,15.0,0.0,1.0,47.11327325,0.00977661,1.08,0.85
1000230,4319.0,454.0,16.0,0.0,4.0,119.8826368,0.03075629,0.98,1.0
1000231,2694.0,304.0,19.0,0.0,3.0,290.6834766,0.06253202,1.12,0.98
1000232,3433.0,132.0,16.0,0.0,7.0,30.50412443,0.0068802,0.88,0.93
1000233,1752.0,1067.0,15.0,0.0,3.0,112.3181329,0.02286908,1.0,0.89
1000235,2426.0,464.0,10.0,0.0,1.0,65.72589357,0.01362549,1.1,1.08
1000236,3015.0,124.0,6.0,0.0,1.0,20.3700915,0.00365918,0.82,1.01
1000237,2697.0,650.0,44.0,0.0,6.0,13.79888533,0.00300583,1.02,0.96
1000238,3673.0,145.0,12.0,0.0,2.0,17.0220485,0.00433033,0.8,0.92
1000239,2371.0,358.0,16.0,0.0,1.0,37.8160312,0.0096452,1.01,0.9
1000242,2668.0,94.0,8.0,0.0,0.0,71.70284625,0.01907034,1.09,0.9
1000243,1356.0,241.0,13.0,0.0,2.0,136.6409418,0.03336751,0.89,0.93
1000244,3095.0,542.0,10.0,0.0,1.0,20.54077388,0.0053519,1.01,0.82
1000245,2887.0,573.0,14.0,0.0,1.0,128.3114334,0.02687277,0.87,0.97
1000247,2848.0,228.0,13.0,0.0,1.0,79.38856317,0.01834852,1.0,0.87
1000249,2159.0,351.0,9.0,0.0,2.0,266.5094676,0.06073431,0.97,0.99
1000252,3893.0,1288.0,38.0,0.0,5.0,281.6868458,0.06647356,0.89,0.9
1000253,3131.0,160.0,10.0,0.0,1.0,22.81325975,0.00492659,0.99,0.85
1000254,3180.0,323.0,31.0,0.0,2.0,453.0751558,0.10714781,1.14,1.06
1000255,3756.0,241.0,7.0,0.0,0.0,15.89719425,0.00380526,0.78,0.92
1000256,3066.0,191.0,6.0,0.0,1.0,236.0541793,0.04904083,0.94,0.88
1000257,2287.0,439.0,16.0,0.0,3.0,105.404912,0.02312371,1.05,0.98
1000258,1978.0,419.0,21.0,0.0,5.0,185.2339338,0.03904489,1.13,0.94
1000259,3451.0,145.0,16.0,0.0,8.0,85.59392575,0.02178118,0.92,0.83
1000260,2611.0,758.0,16.0,0.0,1.0,36.37293138,0.00789159,0.93,0.81
1000261,275.0,154.0,11.0,0.0,2.0,5.720974,0.0001082,1.57,1.25
1000263,1179.0,84.0,7.0,0.0,1.0,80.864075,0.021988,1.08,1.15
1000264,2740.0,212.0,9.0,0.0,0.0,36.80653138,0.00839198,1.15,0.97
1000265,1015.0,322.0,9.0,0.0,2.0,0.65217367,0.00011648,1.34,1.15
1000268,2936.0,390.0,10.0,0.0,0.0,103.0900093,0.02469068,0.86,1.08
1000269,1084.0,316.0,13.0,0.0,2.0,229.1307316,0.05085832,0.76,1.08
1000270,2278.0,396.0,20.0,0.0,0.0,31.21048417,0.0084913,0.88,0.92
1000271,374.0,166.0,14.0,0.0,3.0,13.129308,0.00267781,1.07,1.16
1000272,278.0,106.0,14.0,0.0,2.0,206.425956,0.05408624,1.13,1.31
1000273,2961.0,222.0,17.0,0.0,3.0,71.58845575,0.018254,1.0,1.08
1000274,2355.0,1136.0,9.0,0.0,1.0,6.8660335,0.001958,1.11,0.98
1000275,1517.0,238.0,1.0,0.0,1.0,0.0,0.0,1.12,0.85
1000276,2921.0,398.0,13.0,0.0,3.0,28.4350595,0.00660778,1.11,0.97
1000277,1295.0,346.0,4.0,0.0,1.0,376.3607324,0.10358486,0.76,0.82
1000278,2342.0,275.0,13.0,0.0,3.0,89.47017514,0.02053048,0.91,1.01
1000279,2290.0,37.0,1.0,0.0,0.0,104.853494,0.02839911,0.69,0.89
1000280,1760.0,742.0,16.0,0.0,4.0,23.23143467,0.00722806,1.17,0.99
1000281,742.0,253.0,13.0,0.0,1.0,35.42178662,0.0088523,0.81,0.97
1000282,1640.0,554.0,7.0,0.0,3.0,156.1539611,0.02419971,0.83,1.06
1000284,3084.0,797.0,26.0,0.0,5.0,82.55892467,0.02053268,0.84,1.0
1000285,2233.0,474.0,7.0,0.0,1.0,105.8368353,0.02637809,1.06,1.11
1000286,1677.0,224.0,11.0,0.0,4.0,386.0458684,0.10290964,1.15,1.06
1000287,3327.0,669.0,3.0,0.0,0.0,16.656757,0.00344797,1.22,1.1
1000288,3008.0,731.0,25.0,0.0,6.0,270.1975918,0.06530634,0.92,1.0
1000289,1621.0,145.0,10.0,0.0,5.0,52.323251,0.01102316,0.97,1.2
1000290,991.0,355.0,11.0,0.0,3.0,129.1275239,0.02882456,0.74,0.82
1000291,1012.0,362.0,6.0,0.0,0.0,296.4967593,0.07309115,0.79,0.98
1000292,701.0,295.0,14.0,0.0,2.0,520.466057,0.12253974,0.89,1.07
1000293,1509.0,62.0,4.0,0.0,3.0,67.79383514,0.01691289,0.82,0.97
1000295,2053.0,184.0,9.0,0.0,3.0,77.40856175,0.01782347,0.87,0.92
1000297,1872.0,140.0,12.0,0.0,4.0,97.29024725,0.02095852,1.22,1.12
1000298,3472.0,106.0,6.0,0.0,1.0,144.561679,0.02305469,1.0,1.23
1000299,1799.0,496.0,11.0,0.0,1.0,74.10767375,0.0165317,0.99,1.18
1000300,3335.0,138.0,12.0,0.0,2.0,365.8466351,0.07292371,1.1,1.21
1000301,1938.0,260.0,26.0,0.0,10.0,50.33206038,0.012519,0.93,1.01
1000302,1689.0,380.0,14.0,0.0,2.0,72.504223,0.01885555,0.92,1.08
1000304,2400.0,307.0,11.0,0.0,4.0,222.5628964,0.05514353,1.07,1.32
1000305,2763.0,571.0,13.0,0.0,0.0,102.2813604,0.02246682,0.98,1.09
1000306,1304.0,442.0,17.0,0.0,2.0,204.3382741,0.03974846,0.54,0.8
1000308,2191.0,487.0,9.0,0.0,2.0,93.66892562,0.02241068,1.06,0.81
1000309,1269.0,374.0,19.0,0.0,4.0,207.3609441,0.05189103,0.97,1.05
1000310,1356.0,278.0,8.0,1.0,3.0,82.52931814,0.02050848,0.97,0.93
1000311,2315.0,187.0,8.0,1.0,1.0,22.3532595,0.00421322,1.14,1.23
1000312,2928.0,327.0,13.0,0.0,2.0,9.63778,0.00299476,1.18,0.96
1000313,3330.0,216.0,6.0,0.0,1.0,45.32730825,0.01249708,1.15,1.02
1000314,2099.0,293.0,11.0,0.0,2.0,173.2127646,0.04524654,1.04,0.94
1000315,2608.0,194.0,8.0,0.0,2.0,9.34006562,0.00118674,0.99,0.86
1000316,1392.0,127.0,8.0,0.0,1.0,33.0169675,0.00659077,0.74,0.94
1000318,2213.0,373.0,12.0,0.0,3.0,67.02444025,0.01503688,0.96,0.94
1000319,2702.0,320.0,8.0,0.0,2.0,21.958585,0.00563238,0.9,0.81
1000322,3419.0,286.0,16.0,0.0,3.0,110.4179881,0.02124517,0.88,0.98
1000323,1692.0,223.0,12.0,0.0,1.0,68.58278625,0.01577837,0.96,0.86
1000324,3459.0,523.0,16.0,0.0,0.0,81.16306438,0.02001729,0.88,0.87
1000325,250.0,27.0,2.0,0.0,1.0,14.51979517,0.00288683,0.88,1.03
1000326,2302.0,122.0,3.0,0.0,0.0,30.55298683,0.00518602,0.74,0.81
1000327,3869.0,93.0,3.0,0.0,0.0,9.120501,0.00232556,0.88,0.79
1000328,2128.0,51.0,1.0,0.0,1.0,19.16035925,0.00536516,1.02,1.0
1000330,1343.0,152.0,10.0,0.0,2.0,111.4997871,0.02767131,0.71,0.77
1000331,4172.0,291.0,22.0,0.0,2.0,58.3980066,0.01479077,1.25,0.98
1000334,3209.0,116.0,3.0,0.0,1.0,9.26059325,0.00257878,0.91,1.03
1000335,3089.0,99.0,6.0,0.0,1.0,1.64487925,0.00029068,0.89,0.9
1000336,2059.0,189.0,10.0,0.0,1.0,95.92886875,0.02013544,1.0,0.9
1000337,2334.0,941.0,32.0,0.0,2.0,321.2035492,0.06690924,0.92,1.02
1000338,2984.0,318.0,10.0,0.0,0.0,38.54469675,0.00935624,1.08,1.07
1000339,3271.0,446.0,23.0,0.0,2.0,7.45548733,0.00186678,1.02,0.81
1000340,1428.0,130.0,8.0,0.0,0.0,58.95966,0.012853,0.77,0.85
1000342,2046.0,436.0,16.0,0.0,6.0,1125.377594,0.22663579,0.88,0.74
1000343,1885.0,245.0,4.0,0.0,1.0,21.21845633,0.00540871,0.9,0.91
1000345,2696.0,146.0,4.0,0.0,2.0,22.59889088,0.00491905,0.97,1.06
1000346,2984.0,798.0,37.0,0.0,10.0,213.6061876,0.04718846,0.96,0.92
1000347,1841.0,187.0,14.0,0.0,1.0,1.37178733,0.0002302,0.84,0.97
1000348,3203.0,82.0,3.0,0.0,0.0,26.57592725,0.00779027,0.81,0.93
1000349,1823.0,358.0,15.0,0.0,3.0,90.63512192,0.01818466,0.97,0.88
