,T_remainpop,T_commuterpop,commercial_facility_count,subwayst_count,busst_count,분기당_매출_금액,2340대_매출금액,영업기간/서울평균,폐업기간/서울평균
1000409,3593.0,119.0,9.0,0.0,4.0,172.6127923,0.03537206,0.8,0.89
1000411,2541.0,647.0,10.25,0.0,3.25,182.8439141,0.03455838,0.81,0.94
1000412,2913.0,246.0,13.5,0.0,1.0,125.3598418,0.02261789,1.26,1.07
1000413,3231.0,655.0,18.25,0.0,4.5,79.19501388,0.01712829,1.12,0.91
1000414,273.0,9.0,6.0,0.0,1.0,59.23256575,0.01268405,1.35,1.22
1000415,2283.0,242.0,6.5,0.0,1.25,145.3855536,0.03577189,0.9,0.97
1000416,3444.0,275.0,5.25,0.0,1.75,12.24777525,0.00325689,0.96,0.92
1000417,1470.0,67.0,8.25,0.0,2.0,109.5753248,0.00311365,1.01,0.88
1000418,1945.0,156.0,10.25,0.0,1.75,65.79778075,0.01485514,1.01,0.97
1000419,2518.0,99.0,6.0,0.0,2.25,28.02039038,0.0070736,0.9,0.97
1000420,1839.0,130.0,19.25,0.0,6.5,12.4577475,0.00269108,0.97,0.96
1000421,2784.0,231.0,9.5,0.0,2.75,20.9519135,0.00477411,1.04,1.07
1000422,1928.0,79.0,10.0,0.0,3.0,5.77109525,0.00094505,1.31,1.07
1000423,2420.0,398.0,5.5,0.0,2.25,8.864285,0.00126309,1.02,0.93
1000424,2104.0,161.0,13.25,1.0,7.5,7.594117,0.00178135,0.92,1.12
1000426,2769.0,508.0,7.75,0.0,0.0,64.66130925,0.00660049,1.23,0.9
1000427,2673.0,606.0,5.5,0.0,0.0,27.41279925,0.00741125,0.95,1.0
1000428,762.0,334.0,11.75,0.0,5.25,14.11744562,0.00221374,1.5,1.23
1000429,5860.0,392.0,4.5,0.0,0.0,31.23814838,0.00576016,0.94,1.1
1000430,4076.0,310.0,13.5,0.0,3.0,44.009355,0.01016656,0.87,0.87
1000431,754.0,107.0,2.75,0.0,0.0,6.575027,0.00203146,1.06,0.82
1000432,4473.0,172.0,7.25,0.0,2.0,33.5151626,0.00498558,1.0,0.77
1000433,1882.0,255.0,16.5,0.0,5.25,172.6796394,0.03101044,1.07,1.01
1000435,2694.0,168.0,13.0,0.0,2.0,265.9849723,0.0522717,1.04,1.11
1000436,4018.0,679.0,15.5,0.0,6.5,31.46486125,0.0043843,0.97,1.0
1000437,2366.0,107.0,18.0,0.0,5.5,67.12695312,0.01680583,0.71,0.9
1000438,10594.0,74.0,22.75,0.0,6.25,191.0253078,0.03827532,0.98,1.04
1000439,3433.0,350.0,9.0,0.0,1.0,2.10811125,0.00042286,1.39,1.05
1000440,1085.0,109.0,19.0,0.0,4.75,166.4100654,0.03387813,1.19,1.32
1000441,1496.0,186.0,17.75,0.0,4.0,107.3366837,0.02372992,1.11,1.08
1000442,2472.0,164.0,22.5,0.0,4.25,106.112457,0.02166685,1.0,1.1
1000444,772.0,52.0,11.25,0.0,1.75,91.6626525,0.01539131,1.77,1.55
1000445,3443.0,3448.0,8.0,0.0,2.0,44.89471212,0.01192189,0.8,1.12
1000446,3770.0,621.0,14.25,0.0,4.5,119.7088314,0.02965419,0.89,0.99
1000447,3776.0,1463.0,13.75,0.0,3.0,293.0729051,0.06946008,0.9,0.87
1000448,3547.0,336.0,14.0,0.0,6.25,43.9942855,0.00719239,0.98,1.21
1000449,5116.0,902.0,23.5,0.0,7.25,95.23474217,0.0194242,1.02,1.06
1000450,3080.0,326.0,5.25,0.0,2.5,1.8582395,0.0003099,0.91,1.23
1000451,530.0,2044.0,19.75,1.75,4.5,406.7823298,0.09147654,1.05,1.07
1000452,678.0,3185.0,18.25,0.0,4.75,272.8386633,0.06061711,0.99,1.19
1000454,1564.0,611.0,30.0,0.0,3.75,68.12774654,0.01460705,1.08,1.09
1000455,1553.0,67.0,12.75,0.0,0.0,33.38683912,0.00765538,1.21,0.98
1000456,1222.0,79.0,3.75,0.0,0.75,125.2041463,0.03359101,0.98,1.33
1000457,3282.0,565.0,8.75,0.0,4.75,12.0546845,0.00287129,0.97,1.25
1000458,1484.0,295.0,2.25,0.0,1.0,284.4883177,0.06320287,1.02,1.04
1000459,2402.0,372.0,9.5,0.0,1.25,20.5440565,0.00554243,1.03,1.09
1000460,1041.0,50.0,11.0,0.0,2.0,7.7526305,0.00229892,1.11,1.06
1000462,1025.0,56.0,15.5,0.0,1.0,295.4040138,0.06490934,0.86,1.09
1000463,739.0,91.0,7.0,0.0,1.0,2.914209,0.00051198,1.2,1.25
1000465,1037.0,441.0,2.0,0.0,1.75,520.6908879,0.1468217,0.69,0.94
1000466,1388.0,405.0,7.0,0.0,4.25,67.47718518,0.01676527,0.84,0.93
1000467,1306.0,1207.0,17.75,0.0,7.5,52.85383585,0.01228605,0.92,0.92
1000468,926.0,1378.0,7.0,0.0,1.0,401.926888,0.10166293,0.82,0.97
1000469,1924.0,1172.0,9.0,0.0,1.0,520.4081515,0.13499125,0.74,0.87
1000470,780.0,464.0,4.25,0.0,0.0,982.6807933,0.28802744,0.36,0.69
1000471,638.0,78.0,9.0,0.0,0.0,477.5461736,0.07332826,0.84,0.92
1000472,1838.0,483.0,12.5,0.0,1.0,139.9197816,0.02585382,1.08,1.12
1000473,650.0,674.0,2.75,0.0,1.25,181.421445,0.03362679,0.96,0.99
1000474,1993.0,1190.0,9.25,0.0,3.0,45.6537513,0.01064125,1.15,1.15
1000475,1523.0,144.0,8.0,0.0,1.0,339.1569195,0.05780473,0.86,0.87
1000476,3342.0,282.0,6.25,0.0,1.75,123.0748543,0.0350402,0.67,0.84
1000477,2429.0,806.0,10.75,0.0,2.5,1056.729211,0.16719548,0.67,0.97
1000478,1709.0,91.0,5.75,0.0,1.25,28.99359225,0.00568208,0.9,1.06
1000479,4104.0,619.0,12.25,0.0,6.75,80.24412875,0.01818006,0.95,0.99
1000480,5377.0,1908.0,13.25,0.25,6.0,464.9658249,0.10292199,0.86,0.95
1000481,2836.0,1114.0,13.25,0.0,2.25,220.2236816,0.04729547,0.94,1.02
1000482,2381.0,554.0,6.75,0.0,0.0,70.75632642,0.01530078,1.02,0.93
1000483,922.0,243.0,4.0,0.0,1.75,358.904439,0.10201073,0.51,0.59
1000484,2715.0,855.0,7.75,0.0,2.0,71.1845255,0.02179969,0.97,0.95
1000485,806.0,338.0,2.75,0.0,2.75,457.4166821,0.13358606,0.61,0.91
1000487,2030.0,1467.0,6.5,0.0,2.0,170.5831321,0.03728395,0.98,1.06
1000488,1529.0,197.0,11.5,0.0,4.0,250.0256109,0.05909726,0.77,0.92
1000491,596.0,2761.0,4.0,0.0,0.0,572.1996526,0.15246722,0.82,0.98
1000492,2026.0,544.0,4.75,0.0,0.0,392.2501298,0.10609462,0.71,0.91
1000493,972.0,676.0,11.25,0.0,2.75,502.9927275,0.13320478,0.78,0.79
1000494,377.0,989.0,7.75,0.0,3.0,335.0632685,0.09309323,0.62,0.82
1000495,630.0,78.0,3.25,0.0,1.0,272.6568461,0.07296349,0.63,0.72
1000496,1330.0,257.0,3.0,0.0,0.25,132.8523122,0.036788,0.71,0.91
1000497,1509.0,1102.0,9.75,0.0,5.25,475.8058329,0.13680148,0.72,0.79
1000498,1726.0,421.0,15.5,0.0,1.0,168.7621208,0.04484037,0.82,0.93
1000499,1839.0,1538.0,21.25,1.0,3.25,107.0845533,0.02612116,0.87,0.92
1000500,1180.0,284.0,19.0,0.0,3.0,339.8530452,0.09209781,0.75,0.88
1000501,2299.0,309.0,10.75,0.0,9.0,133.8727191,0.03667253,0.84,0.92
1000502,3080.0,461.0,8.25,0.0,2.0,199.0339182,0.04424239,0.88,1.07
1000503,1465.0,759.0,6.25,0.0,2.0,21.7682294,0.00655253,0.9,0.85
1000504,1324.0,939.0,11.0,0.0,3.5,218.2927225,0.05121893,0.87,0.94
1000505,3691.0,431.0,8.5,0.0,2.25,239.7000247,0.02573054,0.89,0.99
1000506,2108.0,243.0,9.75,0.0,3.75,64.11811625,0.01655642,1.12,1.13
1000508,3275.0,543.0,5.25,0.0,1.0,221.8451472,0.04571852,0.98,0.88
1000509,3585.0,610.0,4.5,0.0,1.0,96.49821725,0.02163517,1.06,0.89
1000510,3808.0,313.0,11.5,0.0,1.0,33.00050012,0.00576422,0.99,0.87
1000511,3585.0,211.0,8.75,0.0,2.0,7.35289875,0.00102876,1.14,0.92
1000512,3595.0,179.0,6.0,0.0,1.75,5.37016375,0.00089053,1.0,1.02
1000513,2332.0,122.0,11.0,0.0,1.0,426.6045069,0.08736179,1.15,0.95
1000514,2036.0,282.0,2.0,0.0,1.0,48.0574735,0.01233189,0.9,0.98
1000515,4586.0,165.0,7.25,0.0,1.25,50.27457875,0.01294052,1.01,0.98
1000517,1832.0,328.0,7.25,0.0,0.0,82.44202662,0.01795732,0.74,1.02
1000518,1633.0,797.0,10.0,0.0,0.0,195.6625873,0.03604136,0.86,0.98
1000519,2214.0,335.0,21.5,0.0,1.25,259.7898861,0.05799246,0.87,0.92
1000520,930.0,184.0,16.5,0.0,7.5,122.3434804,0.02415037,0.89,0.95
1000521,2283.0,351.0,11.5,0.0,2.0,294.1037904,0.06125998,0.92,0.86
1000522,3362.0,768.0,10.0,0.0,3.0,202.128623,0.03631925,0.91,0.9
1000523,2747.0,190.0,12.0,0.0,1.25,28.73179767,0.00605774,0.96,0.87
1000524,1117.0,346.0,2.5,0.0,2.0,0.95536225,0.00016678,1.13,1.06
1000525,2353.0,157.0,4.0,0.0,0.0,15.75144425,0.00396843,0.95,0.82
1000526,2850.0,131.0,7.75,0.0,0.0,65.48605075,0.01284734,0.92,1.02
1000527,3486.0,488.0,1.5,0.0,0.0,0.0,0.0,0.7,0.93
1000528,2052.0,171.0,7.0,0.0,0.0,7.475848,0.00125755,0.78,0.94
1000529,3700.0,75.0,4.25,0.0,2.0,21.67275375,0.00456933,0.95,0.82
1000530,1314.0,317.0,7.5,0.0,1.25,8.190651,0.00162361,0.97,0.81
1000531,1991.0,386.0,2.25,0.0,0.0,255.2607788,0.04673378,0.92,0.99
1000532,2173.0,645.0,4.25,0.0,2.25,47.00309175,0.00907474,0.82,0.95
1000533,2387.0,582.0,20.5,0.0,2.5,155.1904902,0.02868025,0.99,0.91
1000534,5660.0,357.0,11.5,0.0,2.0,397.0741129,0.08859322,0.94,1.0
1000535,1902.0,47.0,5.5,0.0,1.75,14.216632,0.00326049,0.9,1.28
1000536,4420.0,401.0,3.75,0.0,1.0,17.3071705,0.0033606,0.94,0.9
1000537,3541.0,220.0,3.0,0.0,1.0,44.462427,0.01180048,0.88,0.91
1000539,3962.0,120.0,13.25,0.0,1.0,26.4867165,0.00655021,0.97,0.95
1000540,787.0,109.0,13.25,0.0,2.0,218.9908974,0.0504284,0.99,0.95
1000541,3292.0,472.0,10.0,0.0,1.75,117.597228,0.02050489,1.02,0.85
1000542,1773.0,97.0,3.5,0.0,1.0,28.88742,0.00667388,1.24,1.06
1000543,1096.0,145.0,11.75,0.0,3.0,91.629844,0.01952979,1.0,0.86
1000544,924.0,133.0,9.5,0.0,1.75,37.569722,0.00826335,1.06,0.91
1000545,2127.0,1386.0,15.5,0.0,2.0,47.29314825,0.01011426,1.2,1.05
1000547,4164.0,283.0,5.25,0.0,1.0,106.2140208,0.02604046,1.03,1.0
1000549,3147.0,245.0,10.0,0.0,1.0,67.41436033,0.01400496,1.07,0.8
1000550,3198.0,351.0,5.75,0.0,1.25,23.51021775,0.00581958,1.01,0.96
1000551,1528.0,421.0,11.0,0.0,2.25,157.5692984,0.02841868,0.99,1.06
1000552,3121.0,168.0,6.75,0.0,0.0,10.8492535,0.00261406,0.98,0.92
1000553,2935.0,270.0,3.25,0.0,0.0,15.590921,0.00434434,0.92,0.92
1000554,5480.0,261.0,12.75,0.0,2.0,27.31146989,0.00732977,0.96,0.84
1000556,6738.0,676.0,14.75,0.0,5.0,54.6454725,0.01326514,0.79,0.91
1000557,3085.0,384.0,6.0,0.0,3.25,34.79793288,0.00906653,0.94,0.88
1000558,3931.0,280.0,0.0,0.0,0.0,11.27911533,0.00281201,0.85,0.93
1000559,890.0,101.0,13.0,0.0,4.0,217.6329289,0.04722615,0.79,0.91
1000560,2631.0,243.0,4.75,0.0,0.0,31.4726349,0.00628087,0.79,0.84
1000561,4280.0,327.0,14.0,0.0,3.0,87.14024775,0.02067221,0.85,0.9
1000562,3812.0,207.0,3.75,0.0,1.25,9.11151,0.00231514,0.8,0.94
1000563,2211.0,182.0,32.25,0.0,2.0,60.39251225,0.01590904,0.9,0.95
1000564,3141.0,360.0,8.25,0.0,0.0,50.74415262,0.01038072,0.84,0.9
1000566,3327.0,214.0,13.25,0.0,7.25,260.3386817,0.05516152,0.95,0.86
1000567,3812.0,857.0,21.75,0.0,1.25,45.82358525,0.01065717,1.2,1.0
1000569,2931.0,245.0,5.0,0.0,0.0,70.59796718,0.01408834,0.86,0.89
1000570,3027.0,120.0,2.75,0.0,1.25,49.323257,0.01370072,0.85,0.92
1000571,4040.0,333.0,12.75,0.0,10.5,10.12985725,0.00249123,0.82,0.87
1000573,1964.0,221.0,9.75,0.0,1.25,161.5830244,0.03832247,0.9,0.9
1000574,387.0,92.0,4.75,0.0,1.25,107.412337,0.01924959,0.84,0.93
1000575,1090.0,514.0,3.5,0.0,1.25,156.4008954,0.02360366,0.98,0.91
1000576,1934.0,900.0,2.5,0.0,0.0,90.82268412,0.012429,0.83,1.03
1000577,2178.0,654.0,10.0,0.0,1.0,113.732395,0.03006546,0.93,1.0
1000578,3138.0,1037.0,7.25,0.0,0.25,148.3595979,0.03787879,1.04,1.03
1000579,2021.0,547.0,5.0,0.75,0.0,290.8319858,0.07668991,0.74,0.97
1000580,3110.0,276.0,21.5,1.0,3.0,143.4452605,0.03392946,0.97,0.86
1000582,4197.0,189.0,7.0,0.0,0.0,79.15889075,0.0219186,1.02,0.94
1000583,3913.0,307.0,7.25,0.0,1.25,41.16759225,0.01029873,0.97,0.8
1000584,3824.0,183.0,9.0,0.0,3.5,0.0,0.0,0.65,0.81
1000585,3293.0,313.0,10.5,0.0,1.25,147.3342511,0.03011947,1.0,0.84
1000586,2027.0,239.0,2.0,0.0,1.0,59.305182,0.01412201,1.03,1.02
1000587,2892.0,432.0,2.5,0.0,0.0,87.30055683,0.01905738,0.92,0.83
1000588,1390.0,1524.0,22.0,0.0,1.0,4.332802,0.00078025,1.05,0.88
1000589,2431.0,390.0,9.25,0.0,0.5,170.4885743,0.02865214,1.0,1.0
1000590,2307.0,653.0,6.0,0.0,3.0,11.4480355,0.002258,0.98,0.96
1000591,4339.0,257.0,13.75,0.0,2.75,9.87783714,0.00167643,0.91,0.91
1000592,2942.0,207.0,19.25,0.0,3.5,28.57889138,0.00496742,1.06,0.94
1000593,3749.0,186.0,4.25,0.0,0.0,13.71545075,0.00360832,0.89,0.91
1000594,2019.0,479.0,12.0,0.0,3.75,125.5553031,0.02645438,0.85,0.9
1000595,1428.0,342.0,11.5,0.0,3.75,56.650265,0.01447154,1.14,1.05
1000596,6534.0,1203.0,10.0,0.0,2.5,123.6880639,0.02597978,0.91,1.06
1000597,2819.0,468.0,14.25,0.0,3.0,699.623347,0.15589677,1.08,1.08
1000598,5398.0,486.0,9.25,0.0,4.25,59.61915475,0.01482175,0.8,0.96
1000599,2765.0,135.0,36.75,0.0,2.0,43.05107325,0.011634,1.09,0.95
1000600,2869.0,439.0,33.25,0.0,4.0,113.8844182,0.0242808,1.08,1.0
1000601,4721.0,116.0,5.5,0.0,3.0,59.63327775,0.01707644,1.06,1.19
1000603,3444.0,368.0,12.75,0.0,0.0,45.08792342,0.01054094,0.89,0.89
1000604,3284.0,355.0,12.5,0.0,3.25,0.0,0.0,0.85,0.93
1000605,2722.0,618.0,14.75,0.0,2.75,16.21479386,0.00373997,0.89,0.95
1000606,3160.0,625.0,12.5,0.0,3.0,28.97972338,0.006746,0.92,0.87
1000607,2627.0,316.0,6.25,0.0,1.0,242.0709923,0.05804154,0.76,1.05
1000608,4380.0,1128.0,14.0,0.0,4.25,220.047557,0.05191744,0.91,0.95
1000609,5207.0,181.0,4.75,0.0,0.0,19.99459625,0.00162919,0.97,1.06
1000610,5515.0,1304.0,11.5,0.0,7.0,0.0,0.0,0.75,0.9
1000611,3298.0,2362.0,18.0,0.0,6.5,91.34289325,0.02374569,1.11,1.11
1000612,2085.0,187.0,6.25,0.0,2.0,10.9671745,0.00219663,1.21,0.9
1000613,3681.0,3082.0,13.0,0.0,3.75,197.2543,0.04237386,1.03,1.05
1000614,2514.0,826.0,27.75,1.0,6.0,190.6873185,0.03945358,1.1,1.09
1000615,2632.0,186.0,16.75,0.0,1.5,96.54908333,0.02641453,0.97,1.04
1000616,2891.0,273.0,16.75,0.0,6.0,256.784874,0.06114734,1.1,0.89
1000618,1879.0,130.0,11.0,0.0,7.25,49.963257,0.01177064,1.0,0.84
1000619,2913.0,364.0,11.0,0.0,4.0,30.44054212,0.00649036,0.98,0.88
1000620,2043.0,657.0,14.0,0.0,5.0,214.1432909,0.05218588,0.92,0.98
1000621,2553.0,369.0,14.0,0.0,5.0,228.6323613,0.04728934,1.06,0.99
1000622,2504.0,309.0,10.0,0.0,5.75,14.44960525,0.00246792,0.89,1.05
1000623,4245.0,169.0,10.0,0.0,1.0,3.8448845,0.00108715,0.9,1.01
1000625,2124.0,1158.0,11.25,0.0,1.75,99.9875145,0.02662103,1.06,1.11
1000626,969.0,88.0,9.75,0.0,1.0,3.61553925,0.00055483,1.02,0.84
1000628,1799.0,625.0,5.25,0.0,0.0,21.13015025,0.00577594,1.01,0.91
1000630,1872.0,131.0,7.5,0.0,1.5,7.8254605,0.00197189,1.05,0.82
1000631,2523.0,115.0,9.5,0.0,0.0,0.0,0.0,1.1,0.99
1000632,5843.0,298.0,22.5,1.0,4.0,33.85427911,0.00743253,1.15,0.87
1000633,814.0,666.0,7.75,0.0,4.25,200.7101879,0.03633094,1.12,0.95
1000634,3200.0,470.0,16.0,0.0,5.5,46.794972,0.01199459,1.09,0.99
1000636,895.0,403.0,1.25,0.0,1.25,1.41149875,0.00011736,1.07,1.05
1000637,613.0,86.0,17.5,0.0,2.0,311.1113713,0.07614117,1.11,1.06
1000639,1196.0,101.0,13.0,0.0,1.5,154.5407643,0.03649612,0.99,1.02
1000640,2024.0,186.0,4.25,0.0,1.0,29.30108025,0.00490081,0.97,0.89
1000641,1295.0,160.0,18.0,0.0,2.75,39.10316388,0.00867922,1.1,1.04
1000642,1163.0,26.0,2.25,0.0,1.0,11.38445742,0.00227527,0.92,1.01
1000643,4487.0,2221.0,9.0,0.0,1.5,155.7996728,0.03504106,0.72,0.88
1000644,1418.0,815.0,26.25,0.0,7.5,691.9517566,0.16160207,0.91,0.95
1000645,2551.0,281.0,11.75,0.0,6.5,146.6805295,0.03687701,0.74,0.91
1000646,1467.0,156.0,10.5,0.0,5.5,50.37844988,0.01031323,0.98,1.03
1000648,2602.0,933.0,3.5,0.0,0.25,36.49044158,0.00873233,0.83,0.91
1000650,1973.0,442.0,24.0,0.0,6.0,100.4423779,0.01911431,0.98,0.95
1000652,1517.0,171.0,10.25,0.0,6.25,17.311538,0.00378348,0.82,0.97
1000653,1177.0,960.0,24.75,0.0,3.0,70.90544367,0.01408065,1.02,0.94
1000654,1073.0,999.0,9.25,0.0,6.5,46.659089,0.01095683,1.09,1.09
1000655,3212.0,499.0,8.5,0.0,5.75,29.29408171,0.0067437,1.08,0.98
1000657,1876.0,227.0,2.75,0.0,0.0,34.0721996,0.00687311,0.97,1.14
1000658,4167.0,132.0,5.25,0.0,1.5,16.208593,0.00321067,0.96,0.99
1000659,2336.0,96.0,12.0,0.0,3.25,0.083414,2.7e-05,0.92,0.88
1000660,1880.0,1619.0,18.75,0.0,3.0,77.3153865,0.01791749,1.14,0.96
1000661,2558.0,219.0,15.0,0.0,1.75,33.87437462,0.00585744,0.91,0.88
1000662,2343.0,27.0,11.0,0.0,2.75,8.703427,0.00210623,0.93,0.89
1000663,2172.0,186.0,8.0,0.0,1.75,109.750072,0.02912103,1.03,1.0
1000664,2548.0,74.0,6.5,0.0,1.0,72.35415262,0.01552644,0.95,1.08
1000666,644.0,68.0,8.0,0.0,1.0,27.2450685,0.00219322,0.95,0.93
1000668,1319.0,1498.0,8.0,0.75,3.5,8.009406,0.00185983,1.2,1.17
1000669,1621.0,4567.0,11.0,0.0,4.0,13.72489525,0.00312385,1.05,1.01
1000670,1041.0,301.0,4.5,0.0,1.75,47.95167038,0.00924833,0.98,1.07
1000671,3277.0,192.0,10.0,0.0,1.0,83.6307735,0.01679401,0.82,0.9
1000672,548.0,341.0,13.25,0.0,4.0,20.90151775,0.0042467,1.0,0.93
1000673,2265.0,214.0,18.5,0.0,3.25,82.0371005,0.01561407,1.01,0.91
1000674,4743.0,421.0,18.5,0.0,5.0,73.7172125,0.01615116,1.08,0.87
1000675,1976.0,92.0,7.75,0.0,3.0,79.6864035,0.01701367,1.03,0.9
1000676,3439.0,259.0,10.5,0.0,3.0,30.08480562,0.0041582,1.15,1.28
1000677,1934.0,288.0,9.75,0.0,3.5,17.24427,0.00235685,1.13,1.14
1000679,1585.0,1016.0,16.0,0.0,6.0,269.5918321,0.03904754,0.95,0.95
1000680,2569.0,549.0,9.25,0.0,0.0,10.16549625,0.00172521,1.0,1.0
1000682,3623.0,446.0,12.5,0.0,1.25,66.57362512,0.01197877,0.95,0.96
1000683,1829.0,47.0,4.25,0.0,0.25,0.0,0.0,0.95,0.96
1000684,215.0,741.0,14.5,0.0,4.75,321.52346,0.10130563,0.77,1.09
1000685,132.0,1007.0,2.25,0.0,2.25,15.5681,0.00438461,1.04,1.44
1000686,138.0,282.0,3.75,0.0,1.25,59.80908425,0.00992038,1.03,0.95
1000687,3178.0,3275.0,13.0,0.0,2.0,128.5677693,0.03042034,1.32,1.19
1000688,996.0,1481.0,10.0,0.0,0.0,273.6993664,0.05477321,0.92,1.04
1000689,1307.0,2439.0,12.25,0.0,2.0,315.4604888,0.07211789,0.89,0.97
1000690,1783.0,676.0,10.25,0.0,3.0,66.8347795,0.01610667,0.87,1.01
1000691,2227.0,698.0,22.5,0.25,1.25,125.0243885,0.0254064,1.02,0.97
1000693,1716.0,964.0,33.0,1.75,6.5,280.3746503,0.06657144,0.8,0.8
1000694,2299.0,454.0,8.0,0.0,2.0,9.21432225,0.00203292,1.18,0.87
1000695,2717.0,201.0,6.5,0.0,2.0,26.23114425,0.00566371,1.06,0.95
1000697,1015.0,49.0,8.5,0.0,1.25,1.037685,0.00018293,1.13,0.77
1000698,2883.0,234.0,16.75,0.0,3.0,946.6244878,0.1874242,1.25,1.02
1000700,306.0,334.0,7.0,0.0,1.0,8.32881675,0.00175777,1.15,1.17
1000702,2521.0,236.0,1.5,0.0,1.0,19.652698,0.00536669,0.88,0.8
1000703,3487.0,437.0,8.75,0.0,3.0,241.349903,0.05356832,0.97,0.99
1000704,1623.0,108.0,12.0,0.0,4.0,133.1489983,0.02816159,1.1,1.0
1000705,1029.0,124.0,18.25,0.0,5.0,282.7381683,0.06216508,1.19,1.06
1000706,1703.0,227.0,3.75,0.0,0.0,100.0218585,0.02674867,1.1,1.03
1000707,1300.0,172.0,9.75,0.25,2.0,75.09540912,0.01786378,0.69,0.89
1000708,1449.0,1036.0,19.75,0.0,1.0,22.66158975,0.00579763,0.9,0.9
1000709,64.0,13.0,6.25,0.0,3.0,658.3895008,0.065563,1.39,1.09
1000710,2571.0,416.0,22.75,0.0,2.0,223.1736382,0.05306226,1.11,1.01
1000711,1288.0,114.0,7.75,0.0,1.0,41.63118167,0.00676244,1.14,1.03
1000712,3393.0,1697.0,9.75,0.0,2.0,275.5212713,0.05813817,0.92,0.97
1000713,1059.0,208.0,4.75,0.0,1.0,22.0494555,0.00449611,0.91,1.17
1000719,3245.0,748.0,16.25,0.0,2.0,357.2563037,0.06900341,0.97,0.91
1000720,1518.0,555.0,5.25,0.0,2.0,67.95746088,0.01592074,0.83,0.93
1000722,1624.0,197.0,12.75,0.0,1.5,4.817178,0.0012479,0.99,1.11
1000723,361.0,193.0,9.5,0.0,2.25,18.11899725,0.00402186,1.15,0.91
1000724,3453.0,859.0,11.25,0.0,6.0,37.36561425,0.00906217,1.01,1.1
1000726,1759.0,493.0,14.25,0.0,1.0,101.4143141,0.02562647,1.0,0.99
1000727,2065.0,301.0,10.0,0.0,0.25,39.90029075,0.00841701,1.29,0.97
1000728,1468.0,340.0,16.25,0.0,2.25,107.1207324,0.02458073,1.09,1.0
1000729,1568.0,118.0,4.5,0.0,2.25,81.593623,0.020915,1.0,1.19
1000730,2290.0,96.0,4.25,0.0,0.0,11.5881515,0.00308859,0.97,0.99
1000731,2777.0,1933.0,16.25,0.0,4.0,89.2367105,0.02012545,1.13,1.02
1000732,2520.0,3221.0,11.75,0.0,1.0,159.2721805,0.03611355,0.88,1.06
1000733,3299.0,85.0,18.0,0.0,2.5,149.5119163,0.03892276,1.02,0.98
1000734,1401.0,55.0,5.0,0.0,2.0,13.004828,0.00318573,0.92,0.86
1000735,3960.0,138.0,15.5,0.0,9.75,56.01708825,0.01541679,0.96,1.02
1000738,3546.0,281.0,18.75,1.0,4.5,150.7844891,0.03789882,0.91,0.95
1000739,2420.0,806.0,18.0,0.0,5.0,253.9595204,0.06114366,1.0,0.9
1000740,807.0,224.0,11.75,0.0,0.25,254.0601346,0.05202092,1.04,1.04
1000741,2616.0,170.0,11.0,0.0,1.0,55.6993505,0.01004548,0.98,0.97
1000742,2400.0,190.0,8.0,0.0,0.0,37.89501875,0.00984972,0.9,1.07
1000743,3347.0,182.0,19.5,0.0,1.0,56.89116738,0.0146653,0.82,0.97
1000744,1901.0,409.0,21.25,0.0,4.5,116.9285838,0.02428484,1.25,0.91
1000745,1011.0,47.0,12.75,0.0,2.0,136.0677669,0.0355043,0.84,1.0
1000746,3669.0,824.0,16.25,0.0,4.0,44.3569755,0.00888001,0.91,1.14
1000747,2221.0,237.0,7.0,0.0,0.25,57.22245125,0.01524506,0.86,0.87
1000748,3448.0,116.0,12.0,0.0,0.0,15.21220688,0.00331599,0.97,1.08
1000749,2707.0,103.0,1.75,0.0,0.0,11.1123315,0.00300579,1.03,1.04
1000753,2291.0,128.0,8.75,0.0,0.25,75.040479,0.01922051,1.13,0.98
1000754,2640.0,324.0,10.25,0.0,6.75,12.83615925,0.00320412,0.95,0.93
1000755,1012.0,514.0,8.5,0.0,0.5,115.1833516,0.02734216,0.88,0.84
1000756,2576.0,131.0,13.0,0.0,4.0,102.1107838,0.02499445,1.09,0.97
1000757,3910.0,320.0,16.25,0.0,5.0,67.387751,0.01667043,0.98,0.96
1000758,1336.0,128.0,10.5,0.0,1.0,58.086852,0.0140336,1.23,1.11
1000759,3971.0,601.0,2.75,0.0,0.0,83.52589412,0.020709,0.96,0.97
1000760,2291.0,187.0,9.0,0.0,1.25,242.7822478,0.05405094,0.86,1.04
1000761,2943.0,332.0,28.25,1.0,4.0,393.1335976,0.08756824,0.82,1.03
1000763,342.0,21.0,2.0,0.0,0.0,12.3195975,0.00301873,0.94,1.19
1000764,347.0,42.0,26.75,0.0,5.5,15.2340985,0.00258844,1.02,1.12
1000765,586.0,83.0,9.0,0.0,1.0,25.896933,0.00576892,1.35,1.11
1000766,1153.0,87.0,17.75,0.0,2.0,76.41672533,0.0189251,1.04,0.98
1000768,3762.0,191.0,13.75,0.0,1.25,198.898302,0.04658747,1.12,0.98
1000769,1936.0,92.0,11.5,0.0,5.0,45.22960986,0.01129924,0.84,0.99
1000770,2332.0,241.0,2.5,0.0,1.0,0.0,0.0,0.97,0.96
1000771,2485.0,188.0,5.25,0.0,0.75,85.8105155,0.02030111,0.82,0.86
1000772,3256.0,346.0,15.5,0.0,4.0,45.75297478,0.01218108,0.99,0.92
