,T_remainpop,T_commuterpop,commercial_facility_count,subwayst_count,busst_count,분기당_매출_금액,2340대_매출금액,영업기간/서울평균,폐업기간/서울평균
1000075,4375.0,247.0,10.0,0.0,3.0,14.785174,0.00198197,1.38,0.99
1000076,2804.0,1274.0,10.0,0.0,4.0,26.16876229,0.00611444,1.12,1.29
1000077,2816.0,4287.0,17.0,0.0,3.0,304.2094073,0.05358766,1.1,1.18
1000078,521.0,1788.0,15.0,0.0,1.0,164.3810424,0.03211866,1.3,1.25
1000079,1281.0,4557.0,12.0,0.0,2.0,244.2232276,0.04800129,0.88,1.02
1000080,643.0,1161.0,7.0,0.0,0.0,416.6016193,0.07793525,0.99,1.07
1000081,948.0,657.0,9.0,0.0,2.0,143.9235304,0.03111722,1.22,1.18
1000082,773.0,598.0,9.0,0.0,2.0,91.31426609,0.01362413,1.03,1.2
1000084,642.0,744.0,6.0,0.0,1.0,1068.114449,0.21197342,0.73,0.87
1000085,2327.0,62.0,14.0,0.0,2.0,833.6027406,0.21121972,0.76,0.96
1000086,2984.0,51.0,11.0,0.0,4.0,110.5782793,0.02659976,1.0,0.97
1000087,5633.0,199.0,8.0,0.0,1.0,37.738896,0.00972684,0.99,1.28
1000088,3046.0,14618.0,12.0,0.0,2.0,423.4608238,0.09037381,0.93,1.0
1000089,2440.0,35.0,2.0,0.0,0.0,6.95173425,0.0013033,0.92,1.22
1000090,3560.0,420.0,14.0,0.0,6.0,96.73728912,0.02182962,1.26,1.29
1000091,3143.0,426.0,17.0,0.0,3.0,68.177173,0.01521754,1.35,1.05
1000093,1951.0,96.0,7.0,0.0,3.0,118.9286568,0.02367236,1.3,1.13
1000094,897.0,167.0,11.0,0.0,7.0,34.129978,0.00825759,1.12,1.09
1000095,2686.0,787.0,7.0,0.0,1.0,120.8048293,0.0220088,1.3,1.22
1000097,1226.0,12.0,6.0,0.0,5.0,79.86619125,0.01904835,0.82,1.27
1000098,2297.0,118.0,10.0,0.0,3.0,116.8489098,0.02043618,1.03,1.17
1000099,1848.0,384.0,8.0,0.0,0.0,63.483539,0.01286297,1.01,1.15
1000100,1036.0,155.0,15.0,0.0,1.0,22.72578838,0.00549596,0.94,0.99
1000101,2440.0,3.0,2.0,0.0,0.0,22.06523343,0.00544345,1.01,1.22
1000102,2470.0,31.0,11.0,0.0,6.0,117.9232333,0.02969187,1.02,1.38
1000104,1202.0,1662.0,15.0,0.0,1.0,265.1735708,0.05886228,0.88,0.98
1000105,2157.0,1426.0,2.0,0.0,0.0,145.3326281,0.03320076,0.62,0.9
1000106,3800.0,219.0,27.0,0.0,10.0,71.82889683,0.01728732,1.0,0.98
1000107,3416.0,632.0,9.0,0.0,3.0,4.28449983,0.00084156,1.24,1.02
1000108,294.0,2204.0,2.0,0.0,0.0,133.4238288,0.03422441,0.81,0.96
1000109,1387.0,416.0,7.0,0.0,5.0,237.25184,0.05852846,0.74,1.05
1000110,680.0,2471.0,18.0,1.0,3.0,312.5490846,0.05418286,1.02,1.05
1000111,1306.0,284.0,10.0,0.0,7.0,24.01562062,0.00672402,1.29,0.92
1000112,2713.0,1062.0,19.0,0.0,6.0,113.0374585,0.01997923,1.13,1.0
1000113,390.0,3549.0,3.0,0.0,3.0,315.5543631,0.07555181,0.85,1.18
1000114,394.0,4070.0,3.0,0.0,1.0,471.441604,0.1076191,0.83,0.94
1000115,1476.0,2285.0,8.0,0.0,3.0,188.1647996,0.04090969,0.93,1.16
1000116,1938.0,2743.0,7.0,0.0,2.0,398.9151238,0.08824939,0.93,0.95
1000117,2508.0,174.0,6.0,0.0,2.0,80.090093,0.01553623,1.27,1.08
1000118,2961.0,4367.0,34.0,0.0,4.0,90.23825775,0.01653591,1.1,1.04
1000119,2973.0,99.0,7.0,0.0,1.0,137.8217794,0.02999459,0.98,1.16
1000120,2148.0,1347.0,12.0,1.0,1.0,353.5347161,0.07787158,0.96,1.01
1000121,3303.0,1871.0,25.0,1.0,2.0,414.4204308,0.08318677,1.01,1.09
1000122,2831.0,93.0,4.0,0.0,0.0,21.8568535,0.00368195,1.23,1.18
1000123,2043.0,44.0,34.0,0.0,12.0,83.79185969,0.01969048,1.13,1.09
1000124,2800.0,1810.0,12.0,0.0,4.0,108.8232969,0.02208902,1.15,1.02
1000126,2213.0,62.0,12.0,0.0,7.0,46.19960258,0.00796308,0.78,0.84
1000127,2400.0,1010.0,33.0,0.0,1.0,81.16377358,0.02147484,1.26,0.91
1000128,1371.0,59.0,1.0,0.0,0.0,394.3441998,0.10585653,0.94,1.09
1000129,2677.0,37.0,11.0,0.0,1.0,58.17362583,0.01092997,1.08,1.0
1000130,634.0,303.0,8.0,0.0,1.0,71.4694745,0.0158738,1.65,1.23
1000131,3808.0,96.0,12.0,0.0,3.0,79.3856322,0.02167176,1.32,1.04
1000132,4502.0,1649.0,4.0,0.0,0.0,25.294922,0.00540871,0.87,1.05
1000133,4231.0,542.0,17.0,0.0,4.0,66.67611183,0.01516826,1.13,1.01
1000134,4763.0,523.0,23.0,0.0,5.0,77.13636658,0.01680794,1.0,1.06
1000136,2130.0,67.0,14.0,0.0,3.0,70.7131385,0.01865178,0.96,0.94
1000137,3801.0,352.0,7.0,0.0,1.0,301.5672124,0.0833018,0.93,0.85
1000138,2289.0,323.0,4.0,0.0,1.0,161.0481717,0.0455752,0.88,0.89
1000139,5194.0,924.0,3.0,0.0,0.0,36.16622612,0.00818922,0.78,1.08
1000140,3767.0,209.0,7.0,0.0,1.0,23.75883557,0.0043896,1.08,0.98
1000141,3377.0,248.0,1.0,0.0,1.0,66.37593933,0.01604669,0.76,0.85
1000142,2054.0,168.0,11.0,0.0,1.0,28.38120283,0.00596442,0.79,0.9
1000144,2104.0,109.0,3.0,0.0,0.0,31.13312225,0.00891512,0.97,0.91
1000146,3601.0,796.0,14.0,0.0,5.0,97.91618011,0.02493371,0.92,1.02
1000147,3552.0,168.0,3.0,0.0,0.0,58.23798675,0.01352698,1.01,0.78
1000148,3442.0,188.0,9.0,0.0,2.0,167.0480211,0.02627072,0.93,0.96
1000149,2981.0,351.0,13.0,0.0,2.0,44.56144262,0.01169255,1.22,1.06
1000150,4154.0,244.0,19.0,0.0,6.0,18.27438475,0.00490249,1.1,1.01
1000151,3100.0,489.0,5.0,0.0,0.0,30.2604665,0.00834392,1.04,1.1
1000153,3035.0,389.0,5.0,0.0,0.0,92.37188967,0.02185205,0.97,0.91
1000154,2868.0,726.0,11.0,0.0,1.0,240.2731433,0.04598428,0.8,1.02
1000155,1171.0,2663.0,9.0,0.0,3.0,350.9443458,0.04846384,0.82,1.13
1000156,5320.0,139.0,24.0,0.0,8.0,173.7333658,0.0382546,0.94,0.97
1000157,3832.0,814.0,1.0,0.0,0.0,11.60347575,0.00344048,0.79,1.04
1000158,4017.0,1405.0,15.0,0.0,0.0,145.598058,0.0359863,1.02,0.88
1000159,1914.0,376.0,14.0,0.0,0.0,19.817051,0.00438862,1.11,0.98
1000160,3129.0,318.0,6.0,0.0,3.0,27.87843262,0.00682308,0.88,0.84
1000161,2689.0,555.0,26.0,0.0,4.0,285.6733322,0.07483215,0.9,1.06
1000162,4741.0,17.0,10.0,0.0,2.0,157.1058621,0.03651909,0.85,1.0
1000164,3896.0,94.0,5.0,0.0,2.0,65.21811112,0.00962235,1.1,1.23
1000165,3616.0,1054.0,27.0,0.0,3.0,278.2975534,0.05956703,0.8,0.87
1000166,3075.0,305.0,24.0,0.0,4.0,141.5449043,0.03065912,1.08,1.04
1000167,3374.0,238.0,15.0,0.0,4.0,304.5505288,0.07383686,0.82,1.06
1000168,624.0,273.0,2.0,0.0,0.0,213.2046784,0.04951791,0.9,0.91
1000170,242.0,156.0,2.0,0.0,0.0,35.8370575,0.00634837,1.05,0.95
1000171,2228.0,7.0,3.0,0.0,1.0,130.3567898,0.02949389,0.99,1.07
1000172,3912.0,5.0,8.0,0.0,2.0,74.48327075,0.01647738,1.04,1.14
1000173,2032.0,11.0,9.0,0.0,1.0,14.36570575,0.00350351,1.12,1.05
1000175,2932.0,349.0,3.0,0.0,1.0,45.15012075,0.0102211,1.14,0.98
1000176,2829.0,126.0,1.0,0.0,0.0,106.8818078,0.02356029,0.86,0.81
1000177,1674.0,909.0,12.0,0.0,1.0,247.769773,0.05825421,0.96,0.9
1000178,1307.0,14.0,5.0,0.0,2.0,113.7567433,0.03260376,0.93,0.92
1000179,2700.0,71.0,1.0,0.0,0.0,42.47911171,0.01179956,0.76,1.02
1000180,1503.0,505.0,7.0,0.0,0.0,148.9113568,0.03604074,0.96,0.96
1000181,643.0,193.0,11.0,0.0,2.0,272.8595341,0.0691946,1.07,1.07
1000182,1193.0,1141.0,4.0,0.0,0.0,86.13015875,0.02092244,1.17,0.94
1000183,2123.0,378.0,5.0,0.0,2.0,2.73967775,0.00047814,1.49,0.9
1000184,2096.0,271.0,10.0,0.0,2.0,95.72537375,0.02049704,1.2,1.06
1000185,2006.0,102.0,8.0,0.0,0.0,96.89240062,0.02556144,0.97,1.07
1000188,4383.0,246.0,5.0,0.0,2.0,80.30290125,0.0234394,0.9,1.11
1000189,2322.0,664.0,10.0,0.0,1.0,129.3488943,0.03531331,0.89,1.01
1000190,1586.0,277.0,20.0,0.0,2.0,28.11730425,0.00536239,1.37,1.13
1000191,1130.0,12.0,2.0,0.0,0.0,1.708309,5.423e-05,1.51,1.03
1000192,530.0,153.0,4.0,0.0,1.0,11.53230767,0.0017348,1.23,1.22
1000193,3588.0,985.0,14.0,0.0,4.0,50.63513008,0.01038324,1.09,0.92
1000194,3821.0,263.0,1.0,0.0,0.0,239.932086,0.0632357,1.27,0.94
1000195,1306.0,184.0,1.0,0.0,0.0,31.87026188,0.00539381,1.09,0.86
1000196,640.0,1071.0,12.0,0.0,2.0,94.3699855,0.02406618,1.18,0.94
1000197,1356.0,362.0,11.0,0.0,2.0,37.1568955,0.00577486,1.07,0.87
1000198,2683.0,592.0,6.0,0.0,1.0,81.19381592,0.02054478,0.88,0.98
1000199,1100.0,383.0,2.0,0.0,1.0,96.9408795,0.0191483,1.18,0.88
1000200,1096.0,149.0,5.0,0.0,2.0,89.50068617,0.02016049,1.1,0.92
1000201,2165.0,2868.0,9.0,0.0,0.0,91.82255262,0.01876833,1.04,0.91
1000202,2328.0,875.0,1.0,0.0,1.0,19.12571062,0.00427049,1.15,0.87
1000203,2086.0,312.0,3.0,0.0,1.0,9.90403,0.00252672,1.08,1.08
1000204,1849.0,93.0,11.0,0.0,2.0,171.5501883,0.04304408,0.84,1.09
1000205,1528.0,704.0,5.0,0.0,1.0,10.400863,0.00210773,1.39,1.04
1000206,3338.0,220.0,2.0,0.0,0.0,3.48211475,0.00085547,1.33,1.21
1000207,1126.0,195.0,4.0,0.0,2.0,262.6762182,0.06374506,1.05,0.93
1000208,1446.0,1440.0,2.0,0.0,1.0,239.7216235,0.06368126,0.96,1.27
1000210,2173.0,2212.0,11.0,0.0,1.0,185.7483933,0.0483352,0.96,1.01
1000214,3266.0,621.0,19.0,0.0,6.0,67.536003,0.01285997,1.0,0.86
1000215,784.0,74.0,8.0,0.0,2.0,125.1790968,0.02850507,1.07,0.99
1000216,1850.0,316.0,8.0,0.0,2.0,17.3760615,0.0041832,1.11,1.03
1000217,2356.0,391.0,6.0,0.0,0.0,184.6482963,0.03740904,0.95,0.87
1000218,2145.0,104.0,3.0,0.0,0.0,24.410255,0.00563983,1.07,1.03
1000219,2662.0,16.0,3.0,0.0,1.0,7.05187475,0.00023028,1.38,1.49
1000220,1349.0,7.0,11.0,0.0,2.0,580.0021688,0.15969233,1.01,1.03
1000221,3714.0,225.0,15.0,0.0,1.0,202.8281358,0.05398485,1.06,1.11
1000222,2257.0,435.0,22.0,1.0,4.0,65.06933825,0.01567701,1.14,1.06
1000223,4221.0,226.0,6.0,0.0,2.0,9.8557568,0.00270308,0.73,0.94
1000224,5225.0,116.0,1.0,0.0,1.0,20.17006962,0.00541618,0.88,0.98
1000225,1052.0,39.0,3.0,0.0,1.0,4.90151525,0.0011955,0.6,1.03
1000226,4112.0,657.0,13.0,0.0,1.0,356.4250535,0.07222689,0.9,1.07
1000227,1996.0,99.0,4.0,0.0,1.0,11.70745475,0.00312183,0.94,1.13
1000228,5330.0,31.0,6.0,0.0,2.0,5.39886575,0.00012854,1.19,0.99
1000229,3158.0,291.0,9.0,0.0,2.0,94.68590293,0.02127252,1.06,0.87
1000230,4438.0,174.0,16.0,0.0,2.0,103.4761445,0.02882494,1.06,0.95
1000231,2676.0,171.0,20.0,0.0,4.0,258.7273898,0.06008945,1.16,1.0
1000232,3438.0,98.0,9.0,0.0,6.0,40.52008612,0.00918403,0.95,0.96
1000233,1830.0,1122.0,10.0,0.0,3.0,93.431484,0.02079476,1.04,0.89
1000235,2452.0,217.0,7.0,0.0,1.0,55.14867442,0.00942858,1.12,1.13
1000236,2764.0,1144.0,2.0,0.0,1.0,14.13891025,0.00329434,0.84,1.01
1000237,2720.0,193.0,33.0,1.0,6.0,84.2697637,0.01970004,1.03,0.99
1000238,3571.0,104.0,4.0,0.0,2.0,18.6611675,0.00430116,0.87,0.95
1000239,2480.0,84.0,10.0,0.0,1.0,30.76696517,0.008125,0.96,0.9
1000242,2786.0,397.0,2.0,0.0,0.0,91.63813075,0.02565578,1.07,0.9
1000243,1507.0,66.0,9.0,0.0,2.0,169.6079468,0.04534191,0.86,0.97
1000244,3058.0,118.0,7.0,0.0,1.0,25.17005325,0.00692023,1.02,0.86
1000245,2966.0,541.0,11.0,0.0,1.0,104.441114,0.0228611,0.91,0.98
1000247,2931.0,222.0,7.0,0.0,1.0,75.12756875,0.01788241,1.03,0.88
1000249,2277.0,109.0,11.0,0.0,2.0,276.3064639,0.06063278,1.06,0.98
1000252,3909.0,573.0,24.0,0.0,6.0,316.8284742,0.07576504,0.94,0.9
1000253,3303.0,66.0,2.0,0.0,1.0,66.84949675,0.00692,1.08,0.87
1000254,3270.0,121.0,22.0,0.0,2.0,594.0087399,0.11976374,1.19,1.12
1000255,2722.0,265.0,1.0,0.0,0.0,5.84535857,0.00157612,0.78,1.05
1000256,3192.0,429.0,2.0,0.0,1.0,218.8739934,0.05148814,0.94,0.94
1000257,2711.0,291.0,9.0,0.0,2.0,129.3702555,0.03182881,1.03,0.97
1000258,2030.0,569.0,20.0,0.0,5.0,185.717567,0.04210965,1.17,0.93
1000259,3550.0,441.0,5.0,0.0,5.0,144.6857395,0.03906625,0.93,0.84
1000260,2715.0,712.0,8.0,0.0,1.0,31.42741275,0.00671199,0.99,0.84
1000261,314.0,8.0,16.0,0.0,3.0,31.346525,0.0053996,1.53,1.12
1000263,1249.0,97.0,3.0,0.0,1.0,62.2619415,0.0177487,1.2,1.15
1000264,3291.0,71.0,7.0,0.0,0.0,36.03384086,0.00743067,1.25,0.91
1000265,1977.0,229.0,10.0,0.0,3.0,0.779271,0.00012003,1.32,0.97
1000268,2963.0,412.0,6.0,0.0,0.0,112.4266,0.0286676,0.88,1.11
1000269,1110.0,67.0,10.0,0.0,2.0,169.1294619,0.03682395,0.96,1.01
1000270,2412.0,289.0,12.0,0.0,0.0,38.18668694,0.01007039,0.97,0.91
1000273,3009.0,296.0,15.0,0.0,7.0,55.983279,0.01532509,1.09,1.11
1000274,2519.0,774.0,4.0,0.0,1.0,23.427601,0.00613006,1.14,1.01
1000276,2978.0,723.0,10.0,0.0,3.0,76.00570638,0.01878242,1.13,0.99
1000277,1304.0,923.0,1.0,0.0,1.0,395.0212072,0.10580612,0.75,0.88
1000278,2360.0,248.0,11.0,0.0,3.0,67.4912105,0.01694213,0.95,1.05
1000280,1915.0,712.0,4.0,0.0,4.0,26.06023838,0.00770941,0.95,1.02
1000281,1677.0,88.0,7.0,0.0,1.0,21.87912,0.00517109,0.84,1.03
1000282,1588.0,50.0,8.0,0.0,3.0,77.22096683,0.01185308,0.91,1.19
1000284,3147.0,615.0,19.0,0.0,3.0,75.13339225,0.01930485,0.92,1.04
1000285,2281.0,605.0,4.0,0.0,1.0,134.0236505,0.03258675,1.0,1.07
1000286,1791.0,43.0,11.0,0.0,4.0,213.2939638,0.05642301,1.23,1.06
1000287,3477.0,1126.0,1.0,0.0,0.0,22.72830173,0.00420177,1.19,1.08
1000288,3107.0,588.0,22.0,0.0,6.0,175.0320217,0.04133036,0.92,1.03
1000289,1714.0,3197.0,5.0,0.0,2.0,100.9604263,0.02317362,1.0,1.23
1000290,1541.0,155.0,12.0,0.0,3.0,189.0041478,0.04422374,0.72,0.86
1000291,1090.0,3303.0,2.0,0.0,0.0,438.8792378,0.10188254,0.89,1.0
1000292,725.0,198.0,6.0,0.0,3.0,793.477032,0.19528806,0.96,1.1
1000293,1521.0,30.0,6.0,0.0,5.0,103.5866993,0.02384696,0.87,1.04
1000294,986.0,2459.0,11.0,0.0,1.0,0.0,0.0,0.91,0.92
1000295,2037.0,432.0,7.0,0.0,2.0,76.29665487,0.01788079,0.94,0.98
1000298,3611.0,205.0,7.0,0.0,2.0,127.5269537,0.01857997,1.12,1.3
1000299,1836.0,181.0,6.0,0.0,3.0,89.90672142,0.02093096,1.05,1.29
1000300,3492.0,79.0,5.0,0.0,1.0,332.2172633,0.07151497,1.23,1.14
1000301,1741.0,406.0,25.0,0.0,13.0,53.9816055,0.01276007,1.0,1.06
1000302,1745.0,142.0,10.0,0.0,2.0,116.6545203,0.02628163,1.03,1.1
1000304,2582.0,118.0,4.0,0.0,4.0,229.7885306,0.05259016,1.17,1.3
1000305,2787.0,102.0,11.0,0.0,0.0,96.04372425,0.023098,1.02,1.04
1000306,1272.0,29.0,13.0,0.0,2.0,159.9276188,0.03090603,0.58,0.85
1000308,1808.0,128.0,11.0,0.0,5.0,91.65991592,0.02132415,1.03,0.84
1000309,1194.0,90.0,6.0,0.0,4.0,241.3204659,0.06041538,1.03,1.05
1000310,1404.0,56.0,5.0,1.0,3.0,151.7317583,0.03781871,0.93,1.05
1000311,2418.0,491.0,5.0,1.0,1.0,19.3265835,0.00475748,1.1,1.32
1000312,2776.0,176.0,8.0,0.0,2.0,8.07552925,0.00178841,1.19,1.03
1000313,3511.0,438.0,5.0,0.0,1.0,61.14139025,0.01678841,0.96,1.05
1000314,2120.0,152.0,8.0,0.0,2.0,219.0365116,0.04675382,0.96,0.92
1000315,2745.0,231.0,8.0,0.0,3.0,16.803756,0.00375684,1.06,0.84
1000318,2015.0,903.0,11.0,0.0,4.0,63.0264435,0.01659771,0.96,1.02
1000319,2734.0,778.0,4.0,0.0,2.0,28.57693475,0.00744498,1.0,0.79
1000322,3341.0,127.0,13.0,0.0,2.0,123.6603618,0.024526,0.88,1.0
1000323,1723.0,5.0,18.0,0.0,0.0,69.167144,0.01665509,0.98,0.88
1000324,3561.0,395.0,18.0,0.0,2.0,77.00264838,0.01851313,0.93,0.89
1000325,265.0,239.0,3.0,0.0,1.0,23.33291175,0.0049481,0.8,1.06
1000326,2234.0,186.0,1.0,0.0,0.0,26.19521025,0.00520875,0.74,0.87
1000327,3819.0,742.0,2.0,0.0,0.0,24.04490825,0.00603918,0.91,0.8
1000328,2297.0,128.0,1.0,0.0,1.0,25.26798925,0.00667605,1.03,1.0
1000329,3047.0,86.0,2.0,0.0,1.0,31.246154,0.00653165,0.97,1.08
1000331,4557.0,289.0,16.0,0.0,2.0,50.85038625,0.01331757,1.28,1.0
1000333,3435.0,398.0,10.0,0.0,6.0,5.5099055,0.00142131,0.84,1.11
1000334,3103.0,18.0,2.0,0.0,1.0,67.40168162,0.0075428,0.93,1.16
1000335,3419.0,80.0,5.0,0.0,1.0,2.4107085,0.0006381,0.94,0.85
1000336,2064.0,179.0,13.0,0.0,1.0,63.7831735,0.01421782,0.97,0.94
1000337,2200.0,720.0,28.0,0.0,1.0,243.6927448,0.05006895,1.01,0.98
1000338,2963.0,507.0,5.0,0.0,0.0,32.3258825,0.00805312,1.06,1.07
1000339,3404.0,275.0,21.0,0.0,2.0,14.16883188,0.00336606,0.96,0.82
1000342,2176.0,538.0,12.0,0.0,6.0,215.3193404,0.03777899,0.83,0.76
1000343,1952.0,10.0,4.0,0.0,2.0,29.68827438,0.00528272,0.94,0.95
1000345,2791.0,180.0,4.0,0.0,2.0,25.871092,0.00538521,0.98,1.03
1000346,3115.0,604.0,29.0,0.0,10.0,176.1495509,0.04246698,0.98,0.97
1000347,1887.0,87.0,6.0,0.0,1.0,4.523308,0.00109425,0.82,1.02
1000349,1851.0,324.0,12.0,0.0,3.0,113.0276868,0.0235075,1.04,0.9
1000350,1566.0,43.0,5.0,0.0,0.0,7.7337615,0.00158259,0.8,0.74
1000351,1713.0,92.0,14.0,0.0,0.0,199.9288433,0.05556763,0.91,0.82
1000352,1810.0,303.0,29.0,1.0,3.0,314.5045698,0.07575265,1.03,0.96
1000353,1961.0,595.0,3.0,0.0,0.0,95.78776,0.02090544,0.83,0.8
1000354,2460.0,77.0,5.0,0.0,4.0,8.28476,0.00212336,0.91,0.88
1000355,1784.0,153.0,2.0,0.0,0.0,6.4375302,0.0009214,0.84,0.9
1000356,3310.0,201.0,6.0,0.0,2.0,104.1818193,0.02495057,0.92,0.93
1000357,4087.0,206.0,2.0,0.0,1.0,21.7812675,0.00530249,0.96,0.92
1000358,2950.0,865.0,20.0,0.0,3.0,43.480099,0.00948511,0.92,0.92
1000359,2385.0,21.0,5.0,0.0,1.0,246.7462564,0.03504468,0.8,0.96
1000360,4971.0,475.0,37.0,0.0,4.0,632.7608602,0.14742228,0.9,0.93
1000362,3726.0,569.0,7.0,0.0,3.0,26.27608233,0.0065165,0.84,0.88
1000363,744.0,412.0,4.0,0.0,3.0,54.8203485,0.01027433,0.85,1.0
1000364,1388.0,252.0,9.0,0.0,4.0,8.8842338,0.00172323,0.93,1.07
