neighbor_code,분기당_매출_금액,2340대_매출금액
1000375,79.12934475,0.01560602
1000376,100.376266,0.01904118
1000377,86.47745817,0.02037453
1000378,73.37743975,0.01367374
1000379,57.32796725,0.01119125
1000380,312.1602234,0.08096458
1000381,76.66371825,0.01438676
1000382,32.17986473,0.00693867
1000383,16.03523978,0.00404035
1000384,6.188489,0.00125653
1000385,501.2538133,0.12241332
1000386,498.506367,0.10613265
1000387,78.45000325,0.0207999
1000388,23.18356875,0.00580033
1000389,12.136131,0.00305034
1000390,34.2971085,0.00908543
1000391,16.722604,0.00416513
1000392,91.72644725,0.02240425
1000393,97.79561362,0.02156374
1000394,201.70154,0.04649057
1000395,57.89540875,0.00810443
1000396,215.9003005,0.04284437
1000397,0,0
1000398,33.1465485,0.01014159
1000399,53.54007275,0.01139129
1000400,17.539629,0.00347346
1000401,44.39812,0.00881385
1000402,59.4481385,0.01334473
1000403,60.61217,0.01323053
1000404,188.1082147,0.04879743
1000405,154.8470487,0.03952613
1000406,85.98797481,0.02186221
1000407,44.25068225,0.01009869
1000408,66.04850658,0.01195067
1000409,109.2496531,0.02366407
1000411,166.9251371,0.03394237
1000412,81.22705914,0.01507009
1000413,43.632348,0.01046798
1000414,52.1397004,0.00905686
1000415,145.7565975,0.03726819
1000416,25.19964617,0.00629142
1000417,63.05958625,0.00280588
1000418,104.0465876,0.02479525
1000419,31.49264562,0.0072729
1000420,7.25859375,0.0014335
1000421,29.0476675,0.00718727
1000422,8.76073625,0.00199414
1000423,15.088372,0.00300179
1000424,3.036325,0.00057435
1000426,35.94575525,0.00771129
1000427,2.52658275,0.00062277
1000428,12.20888762,0.00262805
1000429,35.218446,0.00737771
1000430,36.87844244,0.00933575
1000432,25.66839725,0.00160847
1000433,177.26363,0.03393387
1000435,326.2919501,0.0665548
1000436,25.891117,0.00446404
1000437,44.670628,0.01162324
1000438,150.8946113,0.02841655
1000439,1.1412615,0.00028759
1000440,111.259531,0.02195653
1000441,95.01052858,0.02112434
1000442,97.3719565,0.01962358
1000444,78.84815775,0.01457046
1000445,51.72114638,0.01318293
1000446,56.94630367,0.0145424
1000447,348.2132026,0.08560433
1000448,25.19888786,0.00406956
1000449,116.0503018,0.02581365
1000450,18.23049867,0.00508631
1000451,317.3580585,0.0691815
1000452,302.6922537,0.06626533
1000454,62.58060838,0.01404062
1000455,66.81772462,0.01575811
1000456,86.45270875,0.02176184
1000457,15.931163,0.00345911
1000458,306.3939805,0.07127583
1000459,26.46121025,0.0070343
1000460,11.07586075,0.00325815
1000462,226.0210343,0.05105281
1000463,5.46611325,0.00105811
1000465,488.9506151,0.14053737
1000466,88.66685992,0.02354577
1000467,39.80075883,0.00863447
1000468,471.8359818,0.13196852
1000469,579.2524984,0.1527536
1000470,911.9334496,0.27272551
1000471,430.6284178,0.07820848
1000472,111.2916271,0.02217424
1000473,210.611917,0.04083289
1000474,35.4697695,0.00787959
1000475,252.7317078,0.05183405
1000476,92.5670255,0.02696388
1000477,951.9418018,0.15607082
1000478,16.047551,0.00430924
1000479,95.7082645,0.02183158
1000480,246.9968407,0.05107979
1000481,171.7516429,0.03517795
1000482,87.87539957,0.02060525
1000483,280.8637754,0.08204742
1000484,107.7045313,0.03323734
1000485,443.9922743,0.12519436
1000487,201.0954496,0.04752886
1000488,259.8029223,0.06339058
1000489,0,0
1000491,575.1335731,0.1574285
1000492,424.3904773,0.11486145
1000493,430.9617516,0.11699969
1000494,319.4677988,0.09283876
1000495,363.5976245,0.1037686
1000496,175.3549919,0.0497557
1000497,698.8055195,0.2022182
1000498,150.1658581,0.04003517
1000499,87.46985662,0.02215603
1000500,311.9721549,0.08697718
1000501,123.8705784,0.03508991
1000502,161.7748779,0.03921275
1000503,20.77542488,0.00610233
1000504,200.8979384,0.0476623
1000505,298.5459404,0.0328949
1000506,63.8069065,0.01667697
1000508,236.7498308,0.05348786
1000509,104.195423,0.02296491
1000510,26.73599475,0.00477546
1000511,7.20112125,0.00147012
1000512,7.082439,0.00135629
1000513,338.454111,0.07599644
1000514,51.7689765,0.0135182
1000515,67.5002815,0.01770864
1000517,68.1025295,0.01430507
1000518,198.3169217,0.03861099
1000519,201.2318356,0.04656332
1000520,102.9367703,0.02127888
1000521,295.5516905,0.06517
1000522,235.949601,0.045866
1000523,32.83822558,0.00707485
1000524,2.257246,0.00051438
1000525,17.41473075,0.00484271
1000526,57.35879312,0.01267776
1000528,7.9988025,0.00170133
1000529,10.936415,0.00243103
1000530,9.29620312,0.00181208
1000531,246.4430485,0.04943335
1000532,56.19475033,0.00897698
1000533,141.7123077,0.02869629
1000534,394.3537998,0.08903238
1000535,36.199354,0.00944235
1000536,17.354651,0.00346294
1000537,46.14206262,0.01286989
1000539,15.47918025,0.00347148
1000540,256.9057008,0.06213236
1000541,105.7862066,0.02004569
1000542,38.4622975,0.00934929
1000543,99.39961758,0.02221311
1000544,40.18350075,0.00926313
1000545,30.13727075,0.00708351
1000547,146.1514665,0.03556568
1000549,71.85328758,0.01630741
1000550,18.30412375,0.00441211
1000551,143.9654176,0.03096878
1000552,17.26365225,0.00432393
1000553,17.53550625,0.00489544
1000554,21.04570442,0.00530387
1000556,59.82307612,0.01505586
1000557,34.51931775,0.00927333
1000558,15.75858012,0.00409815
1000559,248.4976479,0.05423608
1000560,28.97793425,0.00570382
1000561,87.73429125,0.02201956
1000562,9.739826,0.00246837
1000563,61.62419642,0.01729348
1000564,61.15098,0.01243913
1000566,267.0116062,0.05972136
1000567,50.12614325,0.01245002
1000569,66.58784258,0.01433461
1000570,51.61574225,0.01479762
1000571,12.73183625,0.00345875
1000573,139.4120248,0.03376338
1000574,127.5091405,0.02642758
1000575,172.9776444,0.02943514
1000576,91.118467,0.00554437
1000577,134.118434,0.03647108
1000578,72.37475,0.01572462
1000579,226.7294949,0.06177192
1000580,101.3510052,0.0250572
1000582,61.66898525,0.01707738
1000583,26.3421015,0.00666406
1000585,148.9220883,0.03249783
1000586,70.84757375,0.01746423
1000587,93.28482983,0.0208384
1000589,265.2585068,0.04958048
1000590,21.2141435,0.00428895
1000591,20.95952245,0.00471554
1000592,44.16729483,0.01034461
1000593,18.077355,0.00445631
1000594,120.2473124,0.0279829
1000595,82.7767446,0.02040295
1000596,144.0677538,0.03279609
1000597,794.454788,0.18820786
1000598,20.140969,0.00472528
1000599,45.936577,0.0113812
1000600,160.2136005,0.03407395
1000601,26.25936825,0.00747315
1000603,60.90159336,0.01583815
1000605,15.40932225,0.00369721
1000606,42.797239,0.01037648
1000607,335.0351753,0.07754381
1000608,202.3786505,0.04884953
1000609,21.21647275,0.00065624
1000611,79.1747025,0.02028405
1000612,12.8564895,0.00287885
1000613,184.5957863,0.04217316
1000614,193.860635,0.0417308
1000615,91.50985088,0.02439465
1000616,208.2907456,0.04966873
1000617,13.8977346,0.00367912
1000618,64.29464725,0.01587396
1000619,43.71547225,0.00941563
1000620,201.3467518,0.04945524
1000621,175.7842508,0.03210833
1000622,14.848859,0.00233512
1000623,4.47568312,0.00129627
1000625,95.640363,0.02694971
1000626,7.029176,0.00094622
1000628,18.637074,0.0044194
1000630,5.3740785,0.00111103
1000632,27.91178862,0.0063419
1000633,195.3128946,0.03943269
1000634,46.22497225,0.0118203
1000636,1.1401805,0.00015935
1000637,313.2279758,0.08297492
1000639,202.8165582,0.04981509
1000640,19.39598562,0.00446681
1000641,38.946914,0.00879867
1000642,24.04326483,0.00474815
1000643,157.9015197,0.0352986
1000644,762.5219236,0.18358809
1000645,52.5354985,0.01390694
1000646,50.13283262,0.01092943
1000648,37.96392517,0.00885315
1000650,104.2923305,0.02155849
1000652,19.53256738,0.00476771
1000653,90.36765983,0.01902453
1000654,35.4177355,0.00874172
1000655,34.83054362,0.00768248
1000657,37.8720645,0.00838277
1000658,13.32342525,0.0024743
1000659,0.31044025,0.00008445
1000660,46.788526,0.00942776
1000661,29.55259638,0.00572831
1000662,13.28639675,0.00294571
1000663,54.37194875,0.0152384
1000664,76.77114688,0.01716745
1000666,20.0528165,0.00175078
1000668,11.64955825,0.00264142
1000669,9.48724,0.00233242
1000670,55.231553,0.01058727
1000671,77.78463162,0.01663382
1000672,20.89387675,0.00420656
1000673,89.58663725,0.01818478
1000674,67.56834544,0.01458863
1000675,93.31896962,0.02061125
1000676,26.75519438,0.00448193
1000677,18.98447675,0.00257252
1000679,301.0208203,0.04055464
1000680,12.23895075,0.00232669
1000682,68.15554775,0.01281296
1000683,0,0
1000684,210.5030795,0.06485973
1000685,19.405529,0.00476102
1000686,52.10183025,0.007701
1000687,187.4124923,0.04806237
1000688,239.789801,0.04770744
1000689,295.4978792,0.06485849
1000690,53.10727412,0.01231476
1000691,125.4310769,0.02682327
1000693,200.103369,0.0493523
1000694,3.0602945,0.00063089
1000695,36.704369,0.00888511
1000696,0,0
1000697,3.93822525,0.00093244
1000698,876.243334,0.18365667
1000699,4.66666667,0.00123809
1000700,8.73807075,0.00205003
1000702,24.126537,0.00630436
1000703,239.3188209,0.05555731
1000704,145.786276,0.03402144
1000705,293.9173013,0.06653079
1000706,18.32040875,0.00507367
1000707,27.496695,0.00640008
1000708,18.02151525,0.00333053
1000709,660.2657685,0.07433011
1000710,205.3381677,0.0486638
1000711,52.02356867,0.00913683
1000712,370.3365184,0.08065061
1000713,21.39699175,0.0045431
1000718,0,0
1000719,334.1545198,0.06590098
1000720,67.04689788,0.01633952
1000722,6.37461175,0.00175728
1000723,24.68914112,0.00579279
1000724,86.02561225,0.0202867
1000726,139.4520755,0.03406226
1000727,7.8780805,0.00131149
1000728,116.2418215,0.02789357
1000729,92.555239,0.02466645
1000730,14.32345975,0.00400422
1000731,132.7644592,0.03053781
1000732,167.8060446,0.0403868
1000733,226.3989445,0.06214239
1000734,14.35257075,0.00429335
1000735,8.702855,0.00234216
1000738,150.160925,0.03867551
1000739,262.4287433,0.06270068
1000740,230.7872609,0.04847358
1000741,61.974385,0.01213179
1000742,36.46288475,0.01064291
1000743,51.71345519,0.01329286
1000744,137.5629159,0.02805834
1000745,153.9815786,0.04090166
1000746,48.37028675,0.0110831
1000747,83.6341005,0.02250488
1000748,16.07469538,0.00367969
1000749,8.299437,0.00221992
1000753,91.83009725,0.02500634
1000754,22.77533875,0.00586903
1000755,86.68184575,0.02049865
1000756,104.9987975,0.02793377
1000757,84.896325,0.02103972
1000758,72.378605,0.01825881
1000759,94.22912288,0.02422216
1000760,297.2975544,0.07029398
1000761,465.6134699,0.10405202
1000763,12.90849175,0.00309893
1000764,31.61053278,0.00662684
1000765,27.00247112,0.00627041
1000766,24.86374975,0.00524877
1000768,204.0675174,0.04947332
1000769,35.69591962,0.00912047
1000771,72.9510455,0.01742265
1000772,31.69793475,0.00749985
1000773,118.4995,0.03106911
1000774,132.9239138,0.03040803
1000775,103.4612858,0.02039425
1000777,41.493169,0.0104147
1000778,706.0002193,0.12290689
1000779,166.1657879,0.04222567
1000780,61.36179617,0.01035463
1000781,471.8017433,0.13496835
1000782,35.54783425,0.00789096
1000783,144.4062811,0.02889419
1000785,51.40204212,0.01330181
1000786,4.9293965,0.00128646
1000788,58.65785467,0.01628283
1000790,119.341165,0.02189503
1000791,50.38773262,0.01142926
1000792,76.98911225,0.02250811
1000793,82.36920225,0.01767041
1000795,81.29431675,0.0209178
1000796,232.1698829,0.04655727
1000797,13.21932462,0.00245606
1000799,87.35807258,0.0256214
1000800,59.7439395,0.01598359
1000801,140.1944684,0.03215989
1000802,102.1514142,0.02078145
1000803,29.31949012,0.00705482
1000804,57.41181538,0.01509897
1000806,130.2449001,0.03740188
1000807,29.59290025,0.00630045
1000809,136.5483367,0.02916669
1000812,87.49552733,0.01661218
1000813,76.2858245,0.02069392
1000814,41.16028075,0.01153122
1000815,110.3380805,0.03292699
1000816,33.2486827,0.009354
1000817,90.83405162,0.01964105
1000818,24.84664025,0.00581775
1000820,100.1102003,0.02450342
1000821,87.61008,0.02404091
1000823,153.5500073,0.03484701
1000825,89.60363125,0.02240719
1000826,8.71286875,0.00219634
1000827,166.993691,0.04200646
1000828,28.876236,0.0030034
1000829,150.1447329,0.0341205
1000830,78.60794188,0.02045258
1000831,15.166996,0.00303456
1000833,3.92327825,0.00074734
1000834,364.1265452,0.10310702
1000835,47.16219125,0.01295594
1000836,34.8919135,0.01046399
1000837,390.3544973,0.11732162
1000838,129.9078541,0.03567012
1000839,643.6998636,0.16779528
1000841,4.24558167,0.00059242
1000844,371.3813396,0.07857428
1000845,200.4299665,0.0398615
1000846,360.6828677,0.06689398
1000847,329.2451001,0.06823845
1000848,238.0018034,0.04666477
1000849,390.8512414,0.08810627
1000850,135.043705,0.03113969
1000851,324.3040278,0.07317067
1000852,427.3015478,0.06975284
1000853,64.88561862,0.01459441
1000854,50.51729462,0.0103047
1000855,897.0088471,0.1666453
1000856,99.33178275,0.02583819
1000857,87.88349538,0.01800178
1000858,196.7546084,0.05155897
1000859,382.6610863,0.08395428
1000860,195.7689038,0.04228599
1000861,297.6689048,0.04769249
1000862,36.03298212,0.00873069
1000863,332.0175128,0.04942428
1000864,230.545904,0.0439184
1000865,182.5151146,0.03862094
1000866,1252.993214,0.21852708
1000867,274.6030792,0.05888107
1000868,640.4694048,0.16164113
1000869,3.70546525,0.00070744
1000870,395.6389761,0.07942644
1000871,516.2800559,0.10111999
1000872,125.3441056,0.03334588
1000873,317.442673,0.05334976
1000875,69.01222938,0.01328698
1000876,56.14797919,0.01219233
1000877,70.873685,0.01871038
1000878,17.4700432,0.00488238
1000879,103.8151423,0.02953866
1000880,61.7656865,0.01408528
1000881,129.1101219,0.02726571
1000882,171.2911616,0.0210843
1000883,114.952087,0.02177378
1000884,54.7076475,0.01323142
1000885,220.5955423,0.04169029
1000886,120.9852218,0.03052154
1000887,419.0804363,0.09069783
1000888,96.7449315,0.01839646
1000889,21.60793125,0.00458726
1000890,124.1404107,0.01947976
1000891,46.29184675,0.00835927
1000892,338.9579075,0.05906732
1000893,28.39407775,0.00635463
1000894,103.1571408,0.01618669
1000895,180.4301123,0.03701604
1000896,108.4334623,0.02136099
1000898,121.1979275,0.0253017
1000899,229.0652598,0.05123325
1000900,1369.055177,0.25326742
1000901,287.9330798,0.05512701
1000902,291.4822712,0.04464689
1000903,15.87804925,0.00333717
1000904,200.9375624,0.03795133
1000905,422.5865785,0.11498176
1000906,120.8881267,0.02643432
1000907,224.235896,0.04378034
1000908,106.1685448,0.0219275
1000909,6.57824575,0.00130422
1000910,67.40749908,0.01050956
1000911,347.1792558,0.05657528
1000912,2.006157,0.00036052
1000913,313.5706506,0.06322657
1000914,169.0507594,0.0386681
1000915,34.04202075,0.00985634
1000916,136.5010197,0.02528566
1000917,252.4879506,0.0588183
1000918,51.1159621,0.01098231
1000919,79.28314329,0.01571693
1000920,63.19936106,0.01185863
1000921,17.9107845,0.00349159
1000922,46.50538325,0.00904374
1000923,42.87403911,0.0088453
1000924,229.5854641,0.04850759
1000925,195.9522124,0.03373355
1000926,122.3817748,0.02694103
1000927,242.9187499,0.05097061
1000928,65.677996,0.01259859
1000929,401.0567414,0.09833042
1000930,470.9425798,0.08870904
1000931,218.0273484,0.04207197
1000932,354.078938,0.07553923
1000933,157.3309776,0.03453857
1000934,83.89023467,0.0181905
1000935,1043.646978,0.19339675
1000936,243.8868423,0.05658447
1000937,238.5849048,0.05746842
1000938,36.98255725,0.00994569
1000939,72.91596111,0.01597217
1000940,365.7877255,0.06589189
1000941,281.9951349,0.05769872
1000942,24.83557525,0.00520516
1000943,250.4033109,0.05765811
1000944,126.4385086,0.03002909
1000945,203.7948595,0.05441197
1000946,159.1221479,0.03415392
1000947,232.2617038,0.060666
1000948,58.28832875,0.01399127
1000949,33.3622715,0.0065197
1000950,41.89730175,0.01029994
1000951,234.4333594,0.06076888
1000952,90.51704669,0.0186512
1000953,54.1150395,0.01485007
1000954,356.945421,0.09159709
1000955,47.67750312,0.00774332
1000956,77.32398708,0.01748211
1000957,122.2955223,0.02216566
1000958,290.5092332,0.06994145
1000959,196.8325838,0.04410269
1000960,74.29488689,0.01480899
1000961,424.8192976,0.06961637
1000962,573.0970393,0.11615971
1000963,200.8376589,0.04940809
1000964,264.7720854,0.05810111
1000965,119.5336673,0.02764799
1000966,8.29222025,0.00183936
1000967,269.8675524,0.04078426
1000968,218.6837212,0.05481466
1000969,131.7627918,0.03288879
1000970,3.6828115,0.00086
1000971,10.393663,0.00080135
1000972,58.0727495,0.011175
1000973,68.49116575,0.0168117
1000974,78.03136483,0.01570559
1000975,15,0.00390247
1000976,34.87296233,0.00709103
1000977,217.6513074,0.04448967
1000978,83.2562456,0.01882905
1000979,232.6610221,0.04935055
1000980,207.3871566,0.04017742
1000981,273.1677758,0.06273735
1000982,54.90428325,0.01304613
1000983,161.8518457,0.03921274
1000984,114.0914175,0.02861065
1000985,53.70166488,0.01349594
1000986,62.22320925,0.0164385
1000987,128.5484207,0.03208405
1000988,56.62410656,0.01186107
1000989,117.06607,0.02835796
1000990,40.7805255,0.00683336
1000991,89.24437925,0.01864717
1000992,30.008501,0.00623742
1000993,341.2971714,0.06265079
1000994,42.97173325,0.01001546
1000995,7.35739575,0.00126676
1000996,42.527316,0.00904939
1000997,28.25212325,0.00407034
1000998,56.94670683,0.01226095
1000999,155.4948733,0.04326398
1001000,45.13094933,0.01010171
1001001,93.70812812,0.02007566
1001002,58.43801592,0.01031889
1001003,43.53616362,0.00901714
1001004,13.85956975,0.00307514
1001005,23.784822,0.0043312
1001006,98.34166675,0.0204064
1001007,60.236603,0.01309603
1001008,130.0612159,0.0354009
1001009,12.49868625,0.00139721
1001010,23.95753,0.00551312
1001011,594.4870779,0.13640583
1001012,88.74884292,0.01307599
